run,bioproject,study,biosample,sample,experiment,amikacin,bedaquiline,capreomycin,clofazimine,delamanid,ethionamide,ethambutol,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,pyrazinamide,rifampicin,streptomycin
SRR6153085,PRJNA413593,,SAMN07766261,,SRX3265252,,,,,,,S,S,,,,,,S,S
SRR6153080,PRJNA413593,,SAMN07766262,,SRX3265257,,,,,,,S,S,,,,,,S,S
SRR6153079,PRJNA413593,,SAMN07766263,,SRX3265258,,,,,,,S,S,,,,,,S,S
SRR6153082,PRJNA413593,,SAMN07766264,,SRX3265255,,,,,,,S,S,,,,,,S,S
SRR6153081,PRJNA413593,,SAMN07766265,,SRX3265256,,,,,,,S,R,,,,,S,S,S
SRR6153078,PRJNA413593,,SAMN07766266,,SRX3265259,,,,,,,S,R,,,,,S,S,S
SRR6153077,PRJNA413593,,SAMN07766267,,SRX3265260,,,,,,,S,R,,,,,S,S,S
SRR6152956,PRJNA413593,,SAMN07766268,,SRX3264880,,,,,,,S,S,,,,,,S,S
SRR6152957,PRJNA413593,,SAMN07766269,,SRX3264879,,,,,,,S,S,,,,,,S,S
SRR6152954,PRJNA413593,,SAMN07766270,,SRX3264882,,,,,,,S,S,,,,,,S,S
SRR6152955,PRJNA413593,,SAMN07766271,,SRX3264881,,,,,,,S,S,,,,,,S,S
SRR6152952,PRJNA413593,,SAMN07766272,,SRX3264884,,,,,,,S,S,,,,,,S,S
SRR6152953,PRJNA413593,,SAMN07766273,,SRX3264883,,,,,,,S,S,,,,,,S,S
SRR6152950,PRJNA413593,,SAMN07766274,,SRX3264886,,,,,,,S,S,,,,,,S,S
SRR6152951,PRJNA413593,,SAMN07766275,,SRX3264885,,,,,,,S,S,,,,,,S,S
SRR6152948,PRJNA413593,,SAMN07766276,,SRX3264888,,,,,,,S,S,,,,,,S,S
SRR6152949,PRJNA413593,,SAMN07766277,,SRX3264887,,,,,,,S,S,,,,,,S,S
SRR6153275,PRJNA413593,,SAMN07766278,,SRX3265062,,,,,,,S,S,,,,,,S,S
SRR6152815,PRJNA413593,,SAMN07766279,,SRX3265021,,,,,,,S,S,,,,,,S,S
SRR6152799,PRJNA413593,,SAMN07766280,,SRX3265037,,,,,,,S,R,,,,,S,S,R
SRR6152798,PRJNA413593,,SAMN07766281,,SRX3265038,,,,,,,S,S,,,,,,S,S
SRR6152805,PRJNA413593,,SAMN07766282,,SRX3265031,,,,,,,S,S,,,,,,S,S
SRR6152804,PRJNA413593,,SAMN07766283,,SRX3265032,,,,,,,S,S,,,,,,S,S
SRR6152803,PRJNA413593,,SAMN07766284,,SRX3265033,,,,,,,S,S,,,,,,S,S
SRR6152802,PRJNA413593,,SAMN07766285,,SRX3265034,,,,,,,S,S,,,,,,S,S
SRR6153004,PRJNA413593,,SAMN07766286,,SRX3264832,,,,,,,S,S,,,,,,S,S
SRR6153003,PRJNA413593,,SAMN07766287,,SRX3264833,,,,,,,S,S,,,,,,S,S
SRR6153169,PRJNA413593,,SAMN07766288,,SRX3265168,,,,,,,S,S,,,,,,S,S
SRR6153170,PRJNA413593,,SAMN07766289,,SRX3265167,,,,,,,S,S,,,,,,S,S
SRR6153171,PRJNA413593,,SAMN07766290,,SRX3265166,,,,,,,S,S,,,,,,S,S
SRR6153172,PRJNA413593,,SAMN07766291,,SRX3265165,,,,,,,S,S,,,,,,S,S
SRR6153165,PRJNA413593,,SAMN07766292,,SRX3265172,,,,,,,S,S,,,,,,S,S
SRR6153166,PRJNA413593,,SAMN07766293,,SRX3265171,,,,,,,S,S,,,,,,S,S
SRR6153167,PRJNA413593,,SAMN07766294,,SRX3265170,,,,,,,S,S,,,,,,S,S
SRR6153168,PRJNA413593,,SAMN07766295,,SRX3265169,,,,,,,S,S,,,,,,S,R
SRR6153175,PRJNA413593,,SAMN07766296,,SRX3265162,,,,,,,S,S,,,,,,S,S
SRR6153176,PRJNA413593,,SAMN07766297,,SRX3265161,,,,,,,S,R,,,,,S,S,R
SRR6153007,PRJNA413593,,SAMN07766298,,SRX3264829,,,,,,,S,S,,,,,,S,S
SRR6153006,PRJNA413593,,SAMN07766299,,SRX3264830,,,,,,,S,S,,,,,,S,S
SRR6153150,PRJNA413593,,SAMN07766300,,SRX3265187,,,,,,,S,S,,,,,,S,S
SRR6153152,PRJNA413593,,SAMN07766302,,SRX3265185,,,,,,,S,S,,,,,,S,S
SRR6153151,PRJNA413593,,SAMN07766303,,SRX3265186,,,,,,,S,S,,,,,,S,S
SRR6153154,PRJNA413593,,SAMN07766304,,SRX3265183,,,,,,,S,S,,,,,,S,S
SRR6153153,PRJNA413593,,SAMN07766305,,SRX3265184,,,,,,,S,S,,,,,,S,S
SRR6153025,PRJNA413593,,SAMN07766306,,SRX3264811,,,,,,,S,S,,,,,,S,S
SRR6153024,PRJNA413593,,SAMN07766307,,SRX3264812,,,,,,,S,S,,,,,,S,S
SRR6153010,PRJNA413593,,SAMN07766308,,SRX3264826,,,,,,,S,S,,,,,,S,S
SRR6153011,PRJNA413593,,SAMN07766309,,SRX3264825,,,,,,,S,S,,,,,,S,R
SRR6153008,PRJNA413593,,SAMN07766310,,SRX3264828,,,,,,,S,S,,,,,,S,S
SRR6153009,PRJNA413593,,SAMN07766311,,SRX3264827,,,,,,,S,R,,,,,S,S,R
SRR6153014,PRJNA413593,,SAMN07766312,,SRX3264822,,,,,,,S,S,,,,,,S,S
SRR6153015,PRJNA413593,,SAMN07766313,,SRX3264821,,,,,,,S,S,,,,,,S,S
SRR6153163,PRJNA413593,,SAMN07766314,,SRX3265174,,,,,,,S,S,,,,,,S,R
SRR6153164,PRJNA413593,,SAMN07766315,,SRX3265173,,,,,,,S,S,,,,,,S,S
SRR6153177,PRJNA413593,,SAMN07766316,,SRX3265160,,,,,,,S,S,,,,,,S,S
SRR6153178,PRJNA413593,,SAMN07766317,,SRX3265159,,,,,,,S,S,,,,,,S,S
SRR6153145,PRJNA413593,,SAMN07766318,,SRX3265192,,,,,,,S,R,,,,,S,S,S
SRR6153130,PRJNA413593,,SAMN07766319,,SRX3265207,,,,,,,S,S,,,,,,S,S
SRR6152863,PRJNA413593,,SAMN07766320,,SRX3264973,,,,,,,S,S,,,,,,S,S
SRR6152862,PRJNA413593,,SAMN07766321,,SRX3264974,,,,,,,S,S,,,,,,S,S
SRR6152861,PRJNA413593,,SAMN07766322,,SRX3264975,,,,,,,S,S,,,,,,S,S
SRR6152860,PRJNA413593,,SAMN07766323,,SRX3264976,,,,,,,S,S,,,,,,S,S
SRR6152859,PRJNA413593,,SAMN07766324,,SRX3264977,,,,,,,S,S,,,,,,S,S
SRR6152858,PRJNA413593,,SAMN07766325,,SRX3264978,,,,,,,S,S,,,,,,S,S
SRR6152845,PRJNA413593,,SAMN07766326,,SRX3264991,,,,,,,S,S,,,,,,S,S
SRR6152844,PRJNA413593,,SAMN07766327,,SRX3264992,,,,,,,S,S,,,,,,S,S
SRR6153221,PRJNA413593,,SAMN07766328,,SRX3265116,,,,,,,S,S,,,,,,S,S
SRR6153222,PRJNA413593,,SAMN07766329,,SRX3265115,,,,,,,S,S,,,,,,S,S
SRR6153223,PRJNA413593,,SAMN07766330,,SRX3265114,,,,,,,S,S,,,,,,S,S
SRR6153224,PRJNA413593,,SAMN07766331,,SRX3265113,,,,,,,S,S,,,,,,S,S
SRR6153225,PRJNA413593,,SAMN07766332,,SRX3265112,,,,,,,S,S,,,,,,S,S
SRR6153226,PRJNA413593,,SAMN07766333,,SRX3265111,,,,,,,S,R,,,,,S,S,S
SRR6153227,PRJNA413593,,SAMN07766334,,SRX3265110,,,,,,,S,S,,,,,,S,S
SRR6153228,PRJNA413593,,SAMN07766335,,SRX3265109,,,,,,,S,S,,,,,,S,S
SRR6153219,PRJNA413593,,SAMN07766336,,SRX3265118,,,,,,,S,S,,,,,S,S,S
SRR6153220,PRJNA413593,,SAMN07766337,,SRX3265117,,,,,,,S,S,,,,,,S,S
SRR6152943,PRJNA413593,,SAMN07766338,,SRX3264893,,,,,,,S,S,,,,,,S,S
SRR6152942,PRJNA413593,,SAMN07766339,,SRX3264894,,,,,,,S,R,,,,,S,S,S
SRR6152945,PRJNA413593,,SAMN07766340,,SRX3264891,,,,,,,S,S,,,,,,S,S
SRR6152944,PRJNA413593,,SAMN07766341,,SRX3264892,,,,,,,S,S,,,,,,S,S
SRR6152939,PRJNA413593,,SAMN07766342,,SRX3264897,,,,,,,S,S,,,,,,S,S
SRR6152938,PRJNA413593,,SAMN07766343,,SRX3264898,,,,,,,S,S,,,,,,S,S
SRR6152941,PRJNA413593,,SAMN07766344,,SRX3264895,,,,,,,S,S,,,,,,S,S
SRR6152940,PRJNA413593,,SAMN07766345,,SRX3264896,,,,,,,S,R,,,,,S,S,R
SRR6152947,PRJNA413593,,SAMN07766346,,SRX3264889,,,,,,,S,R,,,,,S,S,R
SRR6152946,PRJNA413593,,SAMN07766347,,SRX3264890,,,,,,,S,S,,,,,,S,S
SRR6152793,PRJNA413593,,SAMN07766348,,SRX3265043,,,,,,,S,S,,,,,,S,S
SRR6152794,PRJNA413593,,SAMN07766349,,SRX3265042,,,,,,,S,S,,,,,,S,S
SRR6152791,PRJNA413593,,SAMN07766350,,SRX3265045,,,,,,,S,S,,,,,,S,R
SRR6152792,PRJNA413593,,SAMN07766351,,SRX3265044,,,,,,,S,S,,,,,,S,S
SRR6152789,PRJNA413593,,SAMN07766352,,SRX3265047,,,,,,,S,S,,,,,,S,S
SRR6152790,PRJNA413593,,SAMN07766353,,SRX3265046,,,,,,,S,S,,,,,,S,S
SRR6152787,PRJNA413593,,SAMN07766354,,SRX3265049,,,,,,,S,S,,,,,,S,S
SRR6152788,PRJNA413593,,SAMN07766355,,SRX3265048,,,,,,,S,S,,,,,,S,S
SRR6152796,PRJNA413593,,SAMN07766356,,SRX3265040,,,,,,,S,S,,,,,,S,S
SRR6152797,PRJNA413593,,SAMN07766357,,SRX3265039,,,,,,,S,S,,,,,,S,S
SRR6152748,PRJNA413593,,SAMN07766360,,SRX3264652,,,,,,,S,R,,,,,S,S,S
SRR6152747,PRJNA413593,,SAMN07766361,,SRX3264653,,,,,,,S,S,,,,,,S,S
SRR6152746,PRJNA413593,,SAMN07766362,,SRX3264654,,,,,,,S,R,,,,,S,S,S
SRR6152753,PRJNA413593,,SAMN07766363,,SRX3264647,,,,,,,S,R,,,,,S,S,R
SRR6152752,PRJNA413593,,SAMN07766364,,SRX3264648,,,,,,,S,R,,,,,S,S,S
SRR6152751,PRJNA413593,,SAMN07766365,,SRX3264649,,,,,,,S,S,,,,,,S,S
SRR6152750,PRJNA413593,,SAMN07766366,,SRX3264650,,,,,,,S,S,,,,,,S,S
SRR6152745,PRJNA413593,,SAMN07766367,,SRX3264655,,,,,,,S,S,,,,,,S,S
SRR6152744,PRJNA413593,,SAMN07766368,,SRX3264656,,,,,,,S,R,,,,,S,S,S
SRR6152667,PRJNA413593,,SAMN07766369,,SRX3264733,,,,,,,S,S,,,,,,S,S
SRR6152666,PRJNA413593,,SAMN07766370,,SRX3264734,,,,,,,S,S,,,,,,S,S
SRR6152669,PRJNA413593,,SAMN07766371,,SRX3264731,,,,,,,S,S,,,,,,S,S
SRR6152668,PRJNA413593,,SAMN07766372,,SRX3264732,,,,,,,S,R,,,,,S,S,S
SRR6152671,PRJNA413593,,SAMN07766373,,SRX3264729,,,,,,,S,S,,,,,,S,S
SRR6152670,PRJNA413593,,SAMN07766374,,SRX3264730,,,,,,,S,S,,,,,,S,S
SRR6152673,PRJNA413593,,SAMN07766375,,SRX3264727,,,,,,,S,S,,,,,,S,S
SRR6152672,PRJNA413593,,SAMN07766376,,SRX3264728,,,,,,,S,S,,,,,,S,S
SRR6152665,PRJNA413593,,SAMN07766377,,SRX3264735,,,,,,,S,R,,,,,S,S,R
SRR6152664,PRJNA413593,,SAMN07766378,,SRX3264736,,,,,,,S,S,,,,,,S,S
SRR6152650,PRJNA413593,,SAMN07766379,,SRX3264750,,,,,,,S,S,,,,,,S,S
SRR6152651,PRJNA413593,,SAMN07766380,,SRX3264749,,,,,,,S,S,,,,,,S,S
SRR6152652,PRJNA413593,,SAMN07766381,,SRX3264748,,,,,,,S,S,,,,,,S,S
SRR6152653,PRJNA413593,,SAMN07766382,,SRX3264747,,,,,,,S,R,,,,,S,S,S
SRR6152646,PRJNA413593,,SAMN07766383,,SRX3264754,,,,,,,S,R,,,,,S,S,R
SRR6152647,PRJNA413593,,SAMN07766384,,SRX3264753,,,,,,,S,S,,,,,,S,S
SRR6152648,PRJNA413593,,SAMN07766385,,SRX3264752,,,,,,,S,S,,,,,,S,S
SRR6152649,PRJNA413593,,SAMN07766386,,SRX3264751,,,,,,,S,S,,,,,,S,S
SRR6152645,PRJNA413593,,SAMN07766388,,SRX3264755,,,,,,,S,R,,,,,S,S,R
SRR6152769,PRJNA413593,,SAMN07766389,,SRX3264631,,,,,,,S,S,,,,,,S,S
SRR6152768,PRJNA413593,,SAMN07766390,,SRX3264632,,,,,,,S,S,,,,,,S,S
SRR6152767,PRJNA413593,,SAMN07766391,,SRX3264633,,,,,,,S,R,,,,,S,S,R
SRR6152766,PRJNA413593,,SAMN07766392,,SRX3264634,,,,,,,S,S,,,,,,S,S
SRR6152773,PRJNA413593,,SAMN07766393,,SRX3264627,,,,,,,S,S,,,,,,S,S
SRR6152772,PRJNA413593,,SAMN07766394,,SRX3264628,,,,,,,S,S,,,,,,S,S
SRR6152771,PRJNA413593,,SAMN07766395,,SRX3264629,,,,,,,S,S,,,,,,S,S
SRR6152770,PRJNA413593,,SAMN07766396,,SRX3264630,,,,,,,S,S,,,,,,S,S
SRR6152775,PRJNA413593,,SAMN07766397,,SRX3264625,,,,,,,S,S,,,,,,S,S
SRR6152774,PRJNA413593,,SAMN07766398,,SRX3264626,,,,,,,S,S,,,,,,S,S
SRR6152760,PRJNA413593,,SAMN07766399,,SRX3264640,,,,,,,S,S,,,,,,S,R
SRR6152761,PRJNA413593,,SAMN07766400,,SRX3264639,,,,,,,S,S,,,,,,S,S
SRR6152758,PRJNA413593,,SAMN07766401,,SRX3264642,,,,,,,S,R,,,,,S,S,R
SRR6152759,PRJNA413593,,SAMN07766402,,SRX3264641,,,,,,,S,S,,,,,,S,S
SRR6152756,PRJNA413593,,SAMN07766403,,SRX3264644,,,,,,,S,S,,,,,,S,S
SRR6152757,PRJNA413593,,SAMN07766404,,SRX3264643,,,,,,,S,S,,,,,,S,S
SRR6152754,PRJNA413593,,SAMN07766405,,SRX3264646,,,,,,,S,S,,,,,,S,S
SRR6152755,PRJNA413593,,SAMN07766406,,SRX3264645,,,,,,,S,R,,,,,S,S,R
SRR6152762,PRJNA413593,,SAMN07766407,,SRX3264638,,,,,,,S,S,,,,,,S,S
SRR6152763,PRJNA413593,,SAMN07766408,,SRX3264637,,,,,,,S,S,,,,,,S,S
SRR6152739,PRJNA413593,,SAMN07766409,,SRX3264661,,,,,,,S,S,,,,,,S,S
SRR6152738,PRJNA413593,,SAMN07766410,,SRX3264662,,,,,,,S,S,,,,,,S,S
SRR6152741,PRJNA413593,,SAMN07766411,,SRX3264659,,,,,,,S,S,,,,,,S,S
SRR6152740,PRJNA413593,,SAMN07766412,,SRX3264660,,,,,,,S,S,,,,,,S,S
SRR6152735,PRJNA413593,,SAMN07766413,,SRX3264665,,,,,,,S,S,,,,,,S,S
SRR6152734,PRJNA413593,,SAMN07766414,,SRX3264666,,,,,,,S,S,,,,,,S,S
SRR6152737,PRJNA413593,,SAMN07766415,,SRX3264663,,,,,,,S,S,,,,,,S,S
SRR6152736,PRJNA413593,,SAMN07766416,,SRX3264664,,,,,,,S,S,,,,,,S,S
SRR6152743,PRJNA413593,,SAMN07766417,,SRX3264657,,,,,,,S,S,,,,,,S,S
SRR6152742,PRJNA413593,,SAMN07766418,,SRX3264658,,,,,,,S,R,,,,,S,S,S
SRR6152725,PRJNA413593,,SAMN07766419,,SRX3264675,,,,,,,S,S,,,,,,S,S
SRR6152726,PRJNA413593,,SAMN07766420,,SRX3264674,,,,,,,S,R,,,,,S,S,S
SRR6152727,PRJNA413593,,SAMN07766421,,SRX3264673,,,,,,,S,S,,,,,,S,S
SRR6152728,PRJNA413593,,SAMN07766422,,SRX3264672,,,,,,,S,S,,,,,,S,R
SRR6152729,PRJNA413593,,SAMN07766423,,SRX3264671,,,,,,,S,R,,,,,S,S,S
SRR6152730,PRJNA413593,,SAMN07766424,,SRX3264670,,,,,,,S,S,,,,,,S,S
SRR6152731,PRJNA413593,,SAMN07766425,,SRX3264669,,,,,,,S,S,,,,,,S,S
SRR6152732,PRJNA413593,,SAMN07766426,,SRX3264668,,,,,,,S,S,,,,,,S,S
SRR6152722,PRJNA413593,,SAMN07766427,,SRX3264678,,,,,,,S,S,,,,,,S,S
SRR6152723,PRJNA413593,,SAMN07766428,,SRX3264677,,,,,,,S,S,,,,,,S,S
SRR6152713,PRJNA413593,,SAMN07766429,,SRX3264687,,,,,,,S,S,,,,,,S,S
SRR6152712,PRJNA413593,,SAMN07766430,,SRX3264688,,,,,,,S,S,,,,,,S,S
SRR6152711,PRJNA413593,,SAMN07766431,,SRX3264689,,,,,,,S,S,,,,,,S,S
SRR6152710,PRJNA413593,,SAMN07766432,,SRX3264690,,,,,,,S,S,,,,,,S,S
SRR6152709,PRJNA413593,,SAMN07766433,,SRX3264691,,,,,,,S,S,,,,,,S,S
SRR6152708,PRJNA413593,,SAMN07766434,,SRX3264692,,,,,,,S,S,,,,,,S,S
SRR6152707,PRJNA413593,,SAMN07766435,,SRX3264693,,,,,,,S,S,,,,,,S,S
SRR6152706,PRJNA413593,,SAMN07766436,,SRX3264694,,,,,,,S,S,,,,,,S,S
SRR6152705,PRJNA413593,,SAMN07766437,,SRX3264695,,,,,,,S,R,,,,,S,S,R
SRR6152704,PRJNA413593,,SAMN07766438,,SRX3264696,,,,,,,S,S,,,,,,S,S
SRR6152686,PRJNA413593,,SAMN07766439,,SRX3264714,,,,,,,S,S,,,,,,S,S
SRR6152687,PRJNA413593,,SAMN07766440,,SRX3264713,,,,,,,S,S,,,,,,S,S
SRR6152684,PRJNA413593,,SAMN07766441,,SRX3264716,,,,,,,S,R,,,,,S,S,R
SRR6152685,PRJNA413593,,SAMN07766442,,SRX3264715,,,,,,,S,S,,,,,S,S,S
SRR6152690,PRJNA413593,,SAMN07766443,,SRX3264710,,,,,,,S,S,,,,,,S,S
SRR6152691,PRJNA413593,,SAMN07766444,,SRX3264709,,,,,,,S,S,,,,,,S,S
SRR6152688,PRJNA413593,,SAMN07766445,,SRX3264712,,,,,,,S,S,,,,,,S,S
SRR6152689,PRJNA413593,,SAMN07766446,,SRX3264711,,,,,,,S,S,,,,,,S,S
SRR6152692,PRJNA413593,,SAMN07766447,,SRX3264708,,,,,,,S,R,,,,,S,S,S
SRR6152693,PRJNA413593,,SAMN07766448,,SRX3264707,,,,,,,S,S,,,,,S,S,S
SRR6152765,PRJNA413593,,SAMN07766449,,SRX3264635,,,,,,,S,S,,,,,,S,S
SRR6152764,PRJNA413593,,SAMN07766450,,SRX3264636,,,,,,,S,S,,,,,,S,S
SRR6152733,PRJNA413593,,SAMN07766451,,SRX3264667,,,,,,,S,S,,,,,,S,S
SRR6152724,PRJNA413593,,SAMN07766452,,SRX3264676,,,,,,,S,S,,,,,,S,S
SRR6152639,PRJNA413593,,SAMN07766453,,SRX3264761,,,,,,,S,S,,,,,,S,S
SRR6152776,PRJNA413593,,SAMN07766454,,SRX3264624,,,,,,,S,S,,,,,,S,S
SRR6152640,PRJNA413593,,SAMN07766456,,SRX3264760,,,,,,,S,R,,,,,S,S,S
SRR6152643,PRJNA413593,,SAMN07766457,,SRX3264757,,,,,,,S,S,,,,,,S,S
SRR6152642,PRJNA413593,,SAMN07766458,,SRX3264758,,,,,,,S,S,,,,,,S,S
SRR6152654,PRJNA413593,,SAMN07766459,,SRX3264746,,,,,,,S,R,,,,,S,S,S
SRR6152655,PRJNA413593,,SAMN07766460,,SRX3264745,,,,,,,S,R,,,,,S,S,S
SRR6152656,PRJNA413593,,SAMN07766461,,SRX3264744,,,,,,,S,S,,,,,,S,S
SRR6152657,PRJNA413593,,SAMN07766462,,SRX3264743,,,,,,,S,S,,,,,,S,S
SRR6152658,PRJNA413593,,SAMN07766463,,SRX3264742,,,,,,,S,S,,,,,,S,S
SRR6152659,PRJNA413593,,SAMN07766464,,SRX3264741,,,,,,,S,R,,,,,S,S,S
SRR6152660,PRJNA413593,,SAMN07766465,,SRX3264740,,,,,,,S,S,,,,,,S,S
SRR6152661,PRJNA413593,,SAMN07766466,,SRX3264739,,,,,,,S,S,,,,,,S,S
SRR6152662,PRJNA413593,,SAMN07766467,,SRX3264738,,,,,,,S,R,,,,,S,S,S
SRR6152663,PRJNA413593,,SAMN07766468,,SRX3264737,,,,,,,S,S,,,,,,S,S
SRR6152683,PRJNA413593,,SAMN07766469,,SRX3264717,,,,,,,S,S,,,,,,S,S
SRR6152682,PRJNA413593,,SAMN07766470,,SRX3264718,,,,,,,S,R,,,,,S,S,R
SRR6152681,PRJNA413593,,SAMN07766471,,SRX3264719,,,,,,,S,S,,,,,,S,S
SRR6152680,PRJNA413593,,SAMN07766472,,SRX3264720,,,,,,,S,R,,,,,S,S,S
SRR6152679,PRJNA413593,,SAMN07766473,,SRX3264721,,,,,,,S,S,,,,,,S,S
SRR6152678,PRJNA413593,,SAMN07766474,,SRX3264722,,,,,,,S,S,,,,,,S,S
SRR6152677,PRJNA413593,,SAMN07766475,,SRX3264723,,,,,,,S,R,,,,,S,S,S
SRR6152676,PRJNA413593,,SAMN07766476,,SRX3264724,,,,,,,S,S,,,,,,S,S
SRR6152675,PRJNA413593,,SAMN07766477,,SRX3264725,,,,,,,S,S,,,,,,S,S
SRR6152674,PRJNA413593,,SAMN07766478,,SRX3264726,,,,,,,S,R,,,,,R,S,S
SRR6152698,PRJNA413593,,SAMN07766479,,SRX3264702,,,,,,,S,S,,,,,,S,S
SRR6152699,PRJNA413593,,SAMN07766480,,SRX3264701,,,,,,,S,R,,,,,S,S,S
SRR6152696,PRJNA413593,,SAMN07766481,,SRX3264704,,,,,,,S,S,,,,,,S,R
SRR6152697,PRJNA413593,,SAMN07766482,,SRX3264703,,,,,,,S,S,,,,,,S,S
SRR6152702,PRJNA413593,,SAMN07766483,,SRX3264698,,,,,,,S,S,,,,,,S,S
SRR6152703,PRJNA413593,,SAMN07766484,,SRX3264697,,,,,,,S,S,,,,,,S,S
SRR6152700,PRJNA413593,,SAMN07766485,,SRX3264700,,,,,,,S,S,,,,,,S,S
SRR6152701,PRJNA413593,,SAMN07766486,,SRX3264699,,,,,,,S,R,,,,,S,S,R
SRR6152694,PRJNA413593,,SAMN07766487,,SRX3264706,,,,,,,S,S,,,,,,S,S
SRR6152695,PRJNA413593,,SAMN07766488,,SRX3264705,,,,,,,S,R,,,,,S,S,S
SRR6152715,PRJNA413593,,SAMN07766489,,SRX3264685,,,,,,,S,S,,,,,,S,S
SRR6152714,PRJNA413593,,SAMN07766490,,SRX3264686,,,,,,,S,R,,,,,S,S,R
SRR6152716,PRJNA413593,,SAMN07766492,,SRX3264684,,,,,,,S,R,,,,,S,S,R
SRR6152719,PRJNA413593,,SAMN07766493,,SRX3264681,,,,,,,S,S,,,,,,S,S
SRR6152718,PRJNA413593,,SAMN07766494,,SRX3264682,,,,,,,S,S,,,,,,S,S
SRR6152721,PRJNA413593,,SAMN07766495,,SRX3264679,,,,,,,S,S,,,,,,S,S
SRR6152720,PRJNA413593,,SAMN07766496,,SRX3264680,,,,,,,S,R,,,,,S,S,R
SRR6339662,PRJNA393378,,SAMN07978239,,,S,,S,,,,S,R,,,,,S,R,R
SRR6339663,PRJNA393378,,SAMN07978240,,,,,,,,,S,S,,,,,,S,
SRR6339661,PRJNA393378,,SAMN07978242,,,S,,S,,,,S,R,,,,,S,R,R
SRR6339666,PRJNA393378,,SAMN07978243,,,S,,S,,,,S,R,,,,,R,R,S
SRR6339667,PRJNA393378,,SAMN07978244,,,S,,,,,,R,R,,,,,S,S,
SRR6339664,PRJNA393378,,SAMN07978245,,,S,,S,,,,S,R,,,,,S,R,R
SRR6339665,PRJNA393378,,SAMN07978246,,,S,,S,,,,S,R,,,,,R,S,R
SRR6339640,PRJNA393378,,SAMN07978249,,,S,,S,,,,S,R,,,,,R,R,S
SRR6339641,PRJNA393378,,SAMN07978250,,,S,,S,,,,S,R,,,,,S,R,S
SRR6339644,PRJNA393378,,SAMN07978253,,,S,,S,,,,R,R,,,,,R,R,S
SRR6339645,PRJNA393378,,SAMN07978254,,,S,,S,,,,S,R,,,,,S,R,R
SRR6339642,PRJNA393378,,SAMN07978255,,,S,,S,,,,R,R,,,,,R,R,R
SRR6339643,PRJNA393378,,SAMN07978256,,,S,,S,,,,R,R,,,,,R,R,R
SRR6339637,PRJNA393378,,SAMN07978258,,,S,,S,,,,S,R,,,,,S,R,
SRR6339651,PRJNA393378,,SAMN07978259,,,S,,S,,,,R,R,,,,,S,R,R
SRR6339649,PRJNA393378,,SAMN07978261,,,S,,S,,,,R,R,,,,,S,R,S
SRR6339648,PRJNA393378,,SAMN07978262,,,S,,S,,,,S,R,,,,,S,R,S
SRR6339653,PRJNA393378,,SAMN07978265,,,S,,S,,,,R,R,,,,,R,R,S
SRR6397669,PRJNA413593,,SAMN08214749,,SRX3490989,,,,,,,S,S,,,,,,S,S
SRR6397668,PRJNA413593,,SAMN08214750,,SRX3490990,,,,,,,S,S,,,,,,S,R
SRR6397667,PRJNA413593,,SAMN08214751,,SRX3490991,,,,,,,S,S,,,,,,S,S
SRR6397666,PRJNA413593,,SAMN08214752,,SRX3490992,,,,,,,S,S,,,,,,S,S
SRR6397665,PRJNA413593,,SAMN08214753,,SRX3490993,,,,,,,S,R,,,,,,R,R
SRR6397664,PRJNA413593,,SAMN08214754,,SRX3490994,,,,,,,S,S,,,,,,S,S
SRR6397663,PRJNA413593,,SAMN08214755,,SRX3490995,,,,,,,S,S,,,,,,S,S
SRR6397662,PRJNA413593,,SAMN08214756,,SRX3490996,,,,,,,S,S,,,,,,S,S
SRR6397661,PRJNA413593,,SAMN08214757,,SRX3490997,,,,,,,S,S,,,,,,S,S
SRR6397660,PRJNA413593,,SAMN08214758,,SRX3490998,,,,,,,S,S,,,,,,S,S
SRR6397336,PRJNA413593,,SAMN08214759,,SRX3490822,,,,,,,S,S,,,,,,S,S
SRR6397335,PRJNA413593,,SAMN08214760,,SRX3490823,,,,,,,S,S,,,,,,S,S
SRR6397338,PRJNA413593,,SAMN08214761,,SRX3490820,,,,,,,S,S,,,,,,S,S
SRR6397337,PRJNA413593,,SAMN08214762,,SRX3490821,,,,,,,S,S,,,,,,S,S
SRR6397332,PRJNA413593,,SAMN08214763,,SRX3490826,,,,,,,S,S,,,,,,S,S
SRR6397331,PRJNA413593,,SAMN08214764,,SRX3490827,,,,,,,S,R,,,,,,S,
SRR6397334,PRJNA413593,,SAMN08214765,,SRX3490824,,,,,,,S,S,,,,,,S,S
SRR6397333,PRJNA413593,,SAMN08214766,,SRX3490825,,,,,,,S,S,,,,,,S,S
SRR6397340,PRJNA413593,,SAMN08214767,,SRX3490818,,,,,,,S,R,,,,,,S,S
SRR6397339,PRJNA413593,,SAMN08214768,,SRX3490819,,,,,,,S,S,,,,,,S,R
SRR6397701,PRJNA413593,,SAMN08214769,,SRX3490957,,,,,,,S,R,,,,,,S,S
SRR6397702,PRJNA413593,,SAMN08214770,,SRX3490956,,,,,,,S,S,,,,,,S,S
SRR6397703,PRJNA413593,,SAMN08214771,,SRX3490955,,,,,,,S,S,,,,,,S,S
SRR6397704,PRJNA413593,,SAMN08214772,,SRX3490954,,,,,,,S,S,,,,,,S,S
