run,bioproject,study,biosample,sample,experiment,amikacin,bedaquiline,capreomycin,clofazimine,delamanid,ethionamide,ethambutol,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,pyrazinamide,rifampicin,streptomycin
ERR4800333,PRJEB41116,,,ERS5285388,ERX4669748,S,,S,S,,R,,R,S,R,S,S,,R,
ERR4800373,PRJEB41116,,,ERS5285428,ERX4669788,R,,R,S,,R,,R,R,R,S,R,,R,
ERR4800330,PRJEB41116,,,ERS5285385,ERX4669745,,,,,,,,S,S,S,,,,S,
ERR4800353,PRJEB41116,,,ERS5285408,ERX4669768,S,,S,S,,R,,R,S,R,R,S,,R,R
ERR4800317,PRJEB41116,,,ERS5285372,ERX4669732,S,,S,S,,S,,R,S,R,S,R,,R,
ERR4800362,PRJEB41116,,,ERS5285417,ERX4669777,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800379,PRJEB41116,,,ERS5285434,ERX4669794,,,S,,,,,,S,,,,,,
ERR4800324,PRJEB41116,,,ERS5285379,ERX4669739,,,,,,,,R,S,S,,,,S,S
ERR4800380,PRJEB41116,,,ERS5285435,ERX4669795,,,S,,,,,,S,,,,,,
ERR4800365,PRJEB41116,,,ERS5285420,ERX4669780,S,,S,S,,S,,R,S,R,S,R,,R,
ERR4800402,PRJEB41116,,,ERS5285457,ERX4669817,S,,S,S,,S,,R,S,S,S,S,,R,
ERR4800417,PRJEB41116,,,ERS5285472,ERX4669832,S,,S,S,,R,,R,S,S,S,S,,S,
ERR4800477,PRJEB41116,,,ERS5285532,ERX4669892,,,R,,,,,,R,,,,,,
ERR4800445,PRJEB41116,,,ERS5285500,ERX4669860,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800397,PRJEB41116,,,ERS5285452,ERX4669812,,,,,,,,S,S,S,,,,S,
ERR4800450,PRJEB41116,,,ERS5285505,ERX4669865,,,S,,,,,,S,,,,,,
ERR4800406,PRJEB41116,,,ERS5285461,ERX4669821,S,,S,S,,R,,R,S,S,S,S,,R,
ERR4800411,PRJEB41116,,,ERS5285466,ERX4669826,S,,S,S,,S,,R,S,R,S,R,,R,
ERR4800404,PRJEB41116,,,ERS5285459,ERX4669819,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800392,PRJEB41116,,,ERS5285447,ERX4669807,,,S,,,,,,S,,,,,,
ERR4800275,PRJEB41116,,,ERS5285330,ERX4669690,S,,S,S,,R,,R,S,S,S,S,,S,
ERR4800381,PRJEB41116,,,ERS5285436,ERX4669796,,,R,,,,,,R,,,,,,
ERR4800422,PRJEB41116,,,ERS5285477,ERX4669837,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800408,PRJEB41116,,,ERS5285463,ERX4669823,S,,S,S,,R,,,S,S,S,S,,,
ERR4800474,PRJEB41116,,,ERS5285529,ERX4669889,,,S,,,,,,S,,,,,,
ERR4800403,PRJEB41116,,,ERS5285458,ERX4669818,S,,S,S,,R,,,S,S,S,S,,,
ERR4800438,PRJEB41116,,,ERS5285493,ERX4669853,S,,S,S,,S,,R,S,S,S,S,,S,
ERR4800469,PRJEB41116,,,ERS5285524,ERX4669884,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800473,PRJEB41116,,,ERS5285528,ERX4669888,S,,S,S,,S,,R,S,R,S,S,,R,
ERR4800451,PRJEB41116,,,ERS5285506,ERX4669866,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800455,PRJEB41116,,,ERS5285510,ERX4669870,R,,R,S,,R,,R,R,S,S,S,,R,
ERR4800394,PRJEB41116,,,ERS5285449,ERX4669809,S,,S,S,,S,,R,S,R,S,R,,R,
ERR4800465,PRJEB41116,,,ERS5285520,ERX4669880,S,,S,S,,R,,R,S,S,S,S,,R,
ERR4800446,PRJEB41116,,,ERS5285501,ERX4669861,S,,S,S,,S,,R,S,S,S,S,,S,
ERR4800442,PRJEB41116,,,ERS5285497,ERX4669857,S,,S,S,,S,,R,S,S,S,S,,S,
ERR4800437,PRJEB41116,,,ERS5285492,ERX4669852,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800448,PRJEB41116,,,ERS5285503,ERX4669863,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800396,PRJEB41116,,,ERS5285451,ERX4669811,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800429,PRJEB41116,,,ERS5285484,ERX4669844,S,,S,S,,R,,R,S,S,S,S,,R,
ERR4800457,PRJEB41116,,,ERS5285512,ERX4669872,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800467,PRJEB41116,,,ERS5285522,ERX4669882,S,,S,S,,R,,R,R,R,S,R,,R,
ERR4800458,PRJEB41116,,,ERS5285513,ERX4669873,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800459,PRJEB41116,,,ERS5285514,ERX4669874,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800470,PRJEB41116,,,ERS5285525,ERX4669885,S,,S,S,,S,,,S,S,S,,,,
ERR4800468,PRJEB41116,,,ERS5285523,ERX4669883,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800416,PRJEB41116,,,ERS5285471,ERX4669831,S,,S,S,,R,,R,S,S,S,S,,R,
ERR4800434,PRJEB41116,,,ERS5285489,ERX4669849,S,,S,S,,S,,R,S,S,S,S,,S,
ERR4800464,PRJEB41116,,,ERS5285519,ERX4669879,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800463,PRJEB41116,,,ERS5285518,ERX4669878,S,,S,S,,R,,R,S,R,S,S,,R,
ERR4800475,PRJEB41116,,,ERS5285530,ERX4669890,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800478,PRJEB41116,,,ERS5285533,ERX4669893,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800412,PRJEB41116,,,ERS5285467,ERX4669827,,,,,,S,,S,S,S,,,,S,S
ERR4800577,PRJEB41116,,,ERS5285632,ERX4669992,,,S,,,,,,S,,S,S,,,
ERR4800489,PRJEB41116,,,ERS5285544,ERX4669904,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800484,PRJEB41116,,,ERS5285539,ERX4669899,R,,R,S,,S,,R,R,R,S,R,,R,
ERR4800501,PRJEB41116,,,ERS5285556,ERX4669916,S,,S,S,,S,,R,S,S,S,S,,R,
ERR4800507,PRJEB41116,,,ERS5285562,ERX4669922,S,,S,S,,R,,R,S,S,S,S,,S,
ERR4800506,PRJEB41116,,,ERS5285561,ERX4669921,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800508,PRJEB41116,,,ERS5285563,ERX4669923,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800526,PRJEB41116,,,ERS5285581,ERX4669941,S,,S,S,,R,,R,S,S,S,S,,R,R
ERR4800499,PRJEB41116,,,ERS5285554,ERX4669914,,,,,,S,,R,S,S,,,,R,
ERR4800500,PRJEB41116,,,ERS5285555,ERX4669915,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800578,PRJEB41116,,,ERS5285633,ERX4669993,,,S,,,,,,S,,S,S,,,
ERR4800539,PRJEB41116,,,ERS5285594,ERX4669954,,,S,,,,,,S,,S,S,,,
ERR4800572,PRJEB41116,,,ERS5285627,ERX4669987,,,S,,,,,,S,,S,S,,,
ERR4800503,PRJEB41116,,,ERS5285558,ERX4669918,S,,S,S,,S,,S,S,S,S,S,,S,S
ERR4800580,PRJEB41116,,,ERS5285635,ERX4669995,,,S,,,,,,S,,S,S,,,
ERR4800505,PRJEB41116,,,ERS5285560,ERX4669920,S,,S,S,,S,,S,S,S,S,S,,S,S
ERR4800573,PRJEB41116,,,ERS5285628,ERX4669988,,,S,,,,,,S,,,,,,
ERR4800553,PRJEB41116,,,ERS5285608,ERX4669968,,,S,,,,,,R,,,,,,
ERR4800551,PRJEB41116,,,ERS5285606,ERX4669966,,,S,,,,,,S,,,,,,
ERR4800554,PRJEB41116,,,ERS5285609,ERX4669969,,,S,,,,,,S,,,,,,
ERR4800571,PRJEB41116,,,ERS5285626,ERX4669986,,,S,,,,,,S,,,,,,
ERR4800517,PRJEB41116,,,ERS5285572,ERX4669932,,,S,,,,,,S,,,,,,
ERR4800588,PRJEB41116,,,ERS5285643,ERX4670003,,,S,,,,,,S,,,,,,
ERR4800581,PRJEB41116,,,ERS5285636,ERX4669996,,,R,,,,,,R,,,,,,
ERR4800519,PRJEB41116,,,ERS5285574,ERX4669934,S,,S,S,,S,,R,S,S,S,S,,S,
ERR4800504,PRJEB41116,,,ERS5285559,ERX4669919,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800528,PRJEB41116,,,ERS5285583,ERX4669943,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800579,PRJEB41116,,,ERS5285634,ERX4669994,,,R,,,,,,R,,S,S,,,
ERR4800576,PRJEB41116,,,ERS5285631,ERX4669991,,,S,,,,,,S,,S,R,,,
ERR4800497,PRJEB41116,,,ERS5285552,ERX4669912,S,,S,S,,S,,R,S,R,S,S,,R,
ERR4800562,PRJEB41116,,,ERS5285617,ERX4669977,,,S,,,,,,S,,S,S,,,
ERR4800488,PRJEB41116,,,ERS5285543,ERX4669903,S,,S,S,,S,,S,S,S,,S,,S,S
ERR4800561,PRJEB41116,,,ERS5285616,ERX4669976,,,S,,,,,,S,,S,S,,,
ERR4800540,PRJEB41116,,,ERS5285595,ERX4669955,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800535,PRJEB41116,,,ERS5285590,ERX4669950,S,,S,S,,S,,R,S,S,S,S,,S,
ERR4800522,PRJEB41116,,,ERS5285577,ERX4669937,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800521,PRJEB41116,,,ERS5285576,ERX4669936,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800493,PRJEB41116,,,ERS5285548,ERX4669908,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800483,PRJEB41116,,,ERS5285538,ERX4669898,S,,S,S,,S,,R,S,S,S,S,,R,
ERR4800570,PRJEB41116,,,ERS5285625,ERX4669985,,,S,,,,,,R,,S,S,,,
ERR4800556,PRJEB41116,,,ERS5285611,ERX4669971,,,S,,,,,,S,,S,R,,,
ERR4800515,PRJEB41116,,,ERS5285570,ERX4669930,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800525,PRJEB41116,,,ERS5285580,ERX4669940,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800593,PRJEB41116,,,ERS5285648,ERX4670008,,,S,,,,,,S,,,,,,
ERR4800595,PRJEB41116,,,ERS5285650,ERX4670010,,,S,,,,,,S,,,,,,
ERR4800531,PRJEB41116,,,ERS5285586,ERX4669946,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800514,PRJEB41116,,,ERS5285569,ERX4669929,R,,R,S,,R,,R,R,R,S,R,,R,R
ERR4800481,PRJEB41116,,,ERS5285536,ERX4669896,S,,S,S,,S,,R,S,R,S,R,,R,
ERR4800541,PRJEB41116,,,ERS5285596,ERX4669956,S,,S,S,,R,,R,S,S,S,S,,S,
ERR4800495,PRJEB41116,,,ERS5285550,ERX4669910,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800491,PRJEB41116,,,ERS5285546,ERX4669906,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800546,PRJEB41116,,,ERS5285601,ERX4669961,,,S,,,,,,S,,,,,,
ERR4800548,PRJEB41116,,,ERS5285603,ERX4669963,,,S,,,,,,S,,,,,,
ERR4800536,PRJEB41116,,,ERS5285591,ERX4669951,,,R,,,,,,R,,,,,,
ERR4800568,PRJEB41116,,,ERS5285623,ERX4669983,,,S,,,,,,S,,,,,,
ERR4800569,PRJEB41116,,,ERS5285624,ERX4669984,,,S,,,,,,S,,,,,,
ERR4800591,PRJEB41116,,,ERS5285646,ERX4670006,,,S,,,,,,S,,,,,,
ERR4800502,PRJEB41116,,,ERS5285557,ERX4669917,S,,S,S,,S,,R,S,S,S,S,,R,
ERR4800492,PRJEB41116,,,ERS5285547,ERX4669907,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800549,PRJEB41116,,,ERS5285604,ERX4669964,,,S,,,,,,S,,S,S,,,
ERR4800565,PRJEB41116,,,ERS5285620,ERX4669980,,,S,,,,,,S,,S,S,,,
ERR4800587,PRJEB41116,,,ERS5285642,ERX4670002,,,S,,,,,,S,,S,S,,,
ERR4800520,PRJEB41116,,,ERS5285575,ERX4669935,,,S,,,,,,S,,S,S,,,
ERR4800567,PRJEB41116,,,ERS5285622,ERX4669982,,,S,,,,,,S,,S,S,,,
ERR4800557,PRJEB41116,,,ERS5285612,ERX4669972,,,S,,,,,,S,,S,S,,,
ERR4800574,PRJEB41116,,,ERS5285629,ERX4669989,,,S,,,,,,S,,,,,,
ERR4800555,PRJEB41116,,,ERS5285610,ERX4669970,,,S,,,,,,S,,,,,,
ERR4800592,PRJEB41116,,,ERS5285647,ERX4670007,,,S,,,,,,S,,,,,,
ERR4800563,PRJEB41116,,,ERS5285618,ERX4669978,,,S,,,,,,S,,,,,,
ERR4800487,PRJEB41116,,,ERS5285542,ERX4669902,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800479,PRJEB41116,,,ERS5285534,ERX4669894,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800498,PRJEB41116,,,ERS5285553,ERX4669913,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800518,PRJEB41116,,,ERS5285573,ERX4669933,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800532,PRJEB41116,,,ERS5285587,ERX4669947,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800510,PRJEB41116,,,ERS5285565,ERX4669925,S,,S,S,,R,,R,S,S,S,S,,S,
ERR4800523,PRJEB41116,,,ERS5285578,ERX4669938,S,,S,S,,S,,R,R,R,S,R,,R,
ERR4800490,PRJEB41116,,,ERS5285545,ERX4669905,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800542,PRJEB41116,,,ERS5285597,ERX4669957,,,S,S,,S,,S,S,S,S,S,,S,
ERR4800496,PRJEB41116,,,ERS5285551,ERX4669911,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800585,PRJEB41116,,,ERS5285640,ERX4670000,S,,S,S,,S,,R,S,R,S,R,,R,R
ERR4800558,PRJEB41116,,,ERS5285613,ERX4669973,,,S,,,,,,S,,,,,,
ERR4800589,PRJEB41116,,,ERS5285644,ERX4670004,,,S,,,,,,S,,,,,,
ERR4800594,PRJEB41116,,,ERS5285649,ERX4670009,,,S,,,,,,S,,S,S,,,
ERR4800516,PRJEB41116,,,ERS5285571,ERX4669931,S,,S,S,,S,,R,S,S,S,S,,R,
ERR4800582,PRJEB41116,,,ERS5285637,ERX4669997,S,,S,S,,R,,R,S,S,S,S,,R,
ERR4800530,PRJEB41116,,,ERS5285585,ERX4669945,S,,S,S,,S,,,S,S,S,S,,,
ERR4800534,PRJEB41116,,,ERS5285589,ERX4669949,,,S,,,,,,S,,S,S,,,
ERR4800543,PRJEB41116,,,ERS5285598,ERX4669958,,,R,,,,,,R,,S,S,,,
ERR4800552,PRJEB41116,,,ERS5285607,ERX4669967,,,S,,,,,,S,,S,S,,,
ERR4800544,PRJEB41116,,,ERS5285599,ERX4669959,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800575,PRJEB41116,,,ERS5285630,ERX4669990,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800512,PRJEB41116,,,ERS5285567,ERX4669927,S,,S,S,,R,,R,S,S,S,S,,R,
ERR4800545,PRJEB41116,,,ERS5285600,ERX4669960,,,S,,,,,,S,,S,S,,,
ERR4800560,PRJEB41116,,,ERS5285615,ERX4669975,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800511,PRJEB41116,,,ERS5285566,ERX4669926,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800494,PRJEB41116,,,ERS5285549,ERX4669909,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800509,PRJEB41116,,,ERS5285564,ERX4669924,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4800486,PRJEB41116,,,ERS5285541,ERX4669901,S,,S,S,,S,,S,S,S,,S,,S,
ERR4800537,PRJEB41116,,,ERS5285592,ERX4669952,S,,S,S,,S,,R,S,R,S,R,,R,
ERR4800529,PRJEB41116,,,ERS5285584,ERX4669944,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800524,PRJEB41116,,,ERS5285579,ERX4669939,S,,S,S,,S,,R,S,R,S,R,,R,
ERR4800599,PRJEB41116,,,ERS5285654,ERX4670014,,,S,,,,,,S,,S,S,,,
ERR4800598,PRJEB41116,,,ERS5285653,ERX4670013,,,S,,,,,,S,,,,,,
ERR4800533,PRJEB41116,,,ERS5285588,ERX4669948,,,,,,S,,S,S,S,,S,,S,
ERR4800590,PRJEB41116,,,ERS5285645,ERX4670005,S,,S,S,,R,,R,S,S,S,S,,R,
ERR4800566,PRJEB41116,,,ERS5285621,ERX4669981,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800538,PRJEB41116,,,ERS5285593,ERX4669953,S,,S,S,,S,,S,S,S,S,S,,S,
ERR4800564,PRJEB41116,,,ERS5285619,ERX4669979,,,R,,,,,,R,,,,,,
ERR4800395,PRJEB41116,,,ERS5285450,ERX4669810,S,,S,S,,R,,R,S,R,S,R,,R,
ERR4811692,PRJEB41199,,,ERS5301852,ERX4681682,,S,,S,,S,S,S,S,S,,,,S,
ERR4811657,PRJEB41199,,,ERS5301817,ERX4681647,S,S,,S,,S,S,S,S,S,S,S,,S,
ERR4811658,PRJEB41199,,,ERS5301818,ERX4681648,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811659,PRJEB41199,,,ERS5301819,ERX4681649,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811660,PRJEB41199,,,ERS5301820,ERX4681650,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811661,PRJEB41199,,,ERS5301821,ERX4681651,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811662,PRJEB41199,,,ERS5301822,ERX4681652,S,S,S,S,S,S,S,R,S,S,,,,R,S
ERR4811697,PRJEB41199,,,ERS5301857,ERX4681687,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811663,PRJEB41199,,,ERS5301823,ERX4681653,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811665,PRJEB41199,,,ERS5301825,ERX4681655,,S,,S,S,S,S,S,S,S,,,,S,
ERR4811673,PRJEB41199,,,ERS5301833,ERX4681663,S,S,,S,,S,,S,S,S,,S,,S,
ERR4811674,PRJEB41199,,,ERS5301834,ERX4681664,S,S,,S,S,S,S,S,S,,S,,,S,
ERR4811675,PRJEB41199,,,ERS5301835,ERX4681665,S,S,,S,,S,S,R,S,S,S,S,,S,
ERR4811677,PRJEB41199,,,ERS5301837,ERX4681667,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811678,PRJEB41199,,,ERS5301838,ERX4681668,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811680,PRJEB41199,,,ERS5301840,ERX4681670,S,S,,S,,S,S,S,S,,S,S,,S,
ERR4811681,PRJEB41199,,,ERS5301841,ERX4681671,S,,,,S,S,S,S,S,S,S,S,,S,
ERR4811682,PRJEB41199,,,ERS5301842,ERX4681672,S,S,,S,S,S,S,S,S,S,,,,S,
ERR4811683,PRJEB41199,,,ERS5301843,ERX4681673,S,S,,,S,S,S,S,S,S,S,,,S,
ERR4811684,PRJEB41199,,,ERS5301844,ERX4681674,S,S,,S,,S,S,S,S,S,S,S,,S,
ERR4811685,PRJEB41199,,,ERS5301845,ERX4681675,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811687,PRJEB41199,,,ERS5301847,ERX4681677,S,S,,S,,S,S,S,S,,,,,S,
ERR4811688,PRJEB41199,,,ERS5301848,ERX4681678,S,S,,S,,S,S,S,S,S,S,S,,S,
ERR4811689,PRJEB41199,,,ERS5301849,ERX4681679,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811716,PRJEB41199,,,ERS5301876,ERX4681706,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811655,PRJEB41199,,,ERS5301815,ERX4681645,S,S,,S,S,,S,R,S,S,S,S,,S,
ERR4811671,PRJEB41199,,,ERS5301831,ERX4681661,S,S,,S,,S,S,S,S,,S,,,S,
ERR4811672,PRJEB41199,,,ERS5301832,ERX4681662,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4811720,PRJEB41199,,,ERS5301880,ERX4681710,S,S,,,,S,S,S,S,S,S,,,S,
ERR4811691,PRJEB41199,,,ERS5301851,ERX4681681,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811695,PRJEB41199,,,ERS5301855,ERX4681685,S,S,,S,S,R,S,S,S,S,,S,,S,
ERR4811698,PRJEB41199,,,ERS5301858,ERX4681688,S,S,,S,S,S,S,R,S,S,S,,,S,
ERR4811701,PRJEB41199,,,ERS5301861,ERX4681691,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4811702,PRJEB41199,,,ERS5301862,ERX4681692,S,,,S,,S,S,S,S,S,S,S,,S,
ERR4811704,PRJEB41199,,,ERS5301864,ERX4681694,S,S,,S,S,S,,S,S,S,S,,,S,
ERR4811717,PRJEB41199,,,ERS5301877,ERX4681707,S,,S,S,S,S,S,R,S,S,,S,,S,S
ERR4811707,PRJEB41199,,,ERS5301867,ERX4681697,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4811728,PRJEB41199,,,ERS5301888,ERX4681718,S,S,,S,S,S,S,S,S,S,,,,S,
ERR4811709,PRJEB41199,,,ERS5301869,ERX4681699,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811710,PRJEB41199,,,ERS5301870,ERX4681700,S,S,,S,S,S,S,S,S,,S,S,,S,
ERR4811711,PRJEB41199,,,ERS5301871,ERX4681701,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4811731,PRJEB41199,,,ERS5301891,ERX4681721,S,S,,S,S,S,,S,S,,S,,,S,
ERR4811693,PRJEB41199,,,ERS5301853,ERX4681683,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4811694,PRJEB41199,,,ERS5301854,ERX4681684,,,,,S,,,S,S,,,,,S,
ERR4811696,PRJEB41199,,,ERS5301856,ERX4681686,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4811700,PRJEB41199,,,ERS5301860,ERX4681690,,,,,,,,S,,,,,,S,
ERR4811703,PRJEB41199,,,ERS5301863,ERX4681693,S,S,,S,S,R,S,S,S,S,,,,S,
ERR4811706,PRJEB41199,,,ERS5301866,ERX4681696,S,S,,S,,S,S,S,S,S,S,S,,S,
ERR4811715,PRJEB41199,,,ERS5301875,ERX4681705,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4811718,PRJEB41199,,,ERS5301878,ERX4681708,S,S,,S,,S,S,S,,,,,,S,
ERR4811719,PRJEB41199,,,ERS5301879,ERX4681709,S,S,,,S,S,S,S,S,,S,,,S,
ERR4811721,PRJEB41199,,,ERS5301881,ERX4681711,S,S,,,S,S,,S,S,,,,,S,
ERR4811722,PRJEB41199,,,ERS5301882,ERX4681712,S,S,,S,S,S,S,S,S,S,S,,,S,
ERR4811723,PRJEB41199,,,ERS5301883,ERX4681713,S,S,,S,S,S,,S,S,,S,S,,S,
ERR4811724,PRJEB41199,,,ERS5301884,ERX4681714,,S,S,S,S,S,,R,R,S,,,,R,R
ERR4811727,PRJEB41199,,,ERS5301887,ERX4681717,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811729,PRJEB41199,,,ERS5301889,ERX4681719,S,,S,S,S,S,,S,S,S,S,S,S,S,R
ERR4811690,PRJEB41199,,,ERS5301850,ERX4681680,S,S,S,S,S,S,R,R,S,R,S,,,S,R
ERR4811712,PRJEB41199,,,ERS5301872,ERX4681702,S,S,,S,S,S,S,S,S,S,,S,,S,
ERR4811713,PRJEB41199,,,ERS5301873,ERX4681703,S,S,,S,S,S,,S,S,,S,,,S,
ERR4811714,PRJEB41199,,,ERS5301874,ERX4681704,S,S,,S,S,S,S,S,S,,S,S,,S,
ERR4811726,PRJEB41199,,,ERS5301886,ERX4681716,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811730,PRJEB41199,,,ERS5301890,ERX4681720,S,S,,S,,S,S,S,S,S,S,S,,S,
ERR4811732,PRJEB41199,,,ERS5301892,ERX4681722,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811733,PRJEB41199,,,ERS5301893,ERX4681723,S,S,,S,,S,S,S,S,S,S,S,,S,
ERR4811737,PRJEB41199,,,ERS5301897,ERX4681727,S,S,S,S,S,S,S,R,S,S,,S,S,S,R
ERR4811742,PRJEB41199,,,ERS5301902,ERX4681732,S,S,,S,,S,S,S,S,,S,,,S,
ERR4811736,PRJEB41199,,,ERS5301896,ERX4681726,S,S,,,,S,S,S,S,,S,,,S,
ERR4811735,PRJEB41199,,,ERS5301895,ERX4681725,S,,,S,S,S,S,S,S,S,S,S,,S,
ERR4811739,PRJEB41199,,,ERS5301899,ERX4681729,S,S,S,S,S,S,S,,S,S,S,S,,S,R
ERR4811744,PRJEB41199,,,ERS5301904,ERX4681734,S,S,,S,,S,,S,S,,S,,,S,
ERR4811746,PRJEB41199,,,ERS5301906,ERX4681736,,,,,,,,S,,,,,,S,
ERR4811738,PRJEB41199,,,ERS5301898,ERX4681728,S,S,,S,,S,,S,S,,,S,,S,
ERR4811740,PRJEB41199,,,ERS5301900,ERX4681730,S,,,,,R,S,S,S,S,,,,S,
ERR4811745,PRJEB41199,,,ERS5301905,ERX4681735,S,S,,S,S,S,S,S,S,S,S,S,,S,
ERR4811747,PRJEB41199,,,ERS5301907,ERX4681737,S,S,,,,S,S,S,S,,S,,,S,
ERR4811748,PRJEB41199,,,ERS5301908,ERX4681738,S,S,S,S,S,S,S,R,S,S,S,S,S,S,S
ERR4811749,PRJEB41199,,,ERS5301909,ERX4681739,,S,,S,S,S,S,S,S,,S,,,S,
ERR4811751,PRJEB41199,,,ERS5301911,ERX4681741,S,S,,,S,S,,S,S,S,S,S,,S,
ERR4811752,PRJEB41199,,,ERS5301912,ERX4681742,,,,,,,,S,,,,,,S,
ERR4811753,PRJEB41199,,,ERS5301913,ERX4681743,,S,,S,,S,,S,S,,S,S,,S,
ERR4811754,PRJEB41199,,,ERS5301914,ERX4681744,,,S,,,S,,S,S,S,,,R,R,S
ERR4811755,PRJEB41199,,,ERS5301915,ERX4681745,,S,S,S,S,S,,R,S,S,,S,R,R,R
ERR4811759,PRJEB41199,,,ERS5301919,ERX4681749,S,S,S,S,S,S,S,R,S,S,S,S,S,R,S
ERR4811760,PRJEB41199,,,ERS5301920,ERX4681750,,S,S,,,S,,R,S,S,,,R,R,S
ERR4811761,PRJEB41199,,,ERS5301921,ERX4681751,S,S,,S,S,S,,S,S,S,S,S,,S,
ERR4811762,PRJEB41199,,,ERS5301922,ERX4681752,S,S,,S,S,,,S,S,S,,S,,S,
ERR4811763,PRJEB41199,,,ERS5301923,ERX4681753,S,,,S,S,,S,S,S,S,S,S,S,S,
ERR4811775,PRJEB41199,,,ERS5301935,ERX4681765,S,S,,,S,S,,S,S,S,S,S,,S,
ERR4811664,PRJEB41199,,,ERS5301824,ERX4681654,S,,,S,S,S,S,S,S,,S,S,,S,
ERR4811669,PRJEB41199,,,ERS5301829,ERX4681659,S,S,,S,S,S,S,S,S,,S,,,S,
ERR4811734,PRJEB41199,,,ERS5301894,ERX4681724,S,S,,S,S,S,S,S,S,,,S,,S,
ERR4811756,PRJEB41199,,,ERS5301916,ERX4681746,S,,,S,S,S,S,S,S,S,,,,S,
ERR4811771,PRJEB41199,,,ERS5301931,ERX4681761,S,,,S,,S,S,S,S,S,S,S,,S,
