bioproject,biosample,run,bedaquiline,amikacin,ethambutol
PRJEB51043,SAMEA8742218,ERR8700389,S,,
PRJEB51043,SAMEA8742220,ERR8700391,S,,
PRJEB51043,SAMEA8742221,ERR8700392,S,,
PRJEB51043,SAMEA8742223,ERR8700394,S,,
PRJEB51043,SAMEA8742224,ERR8700395,S,,
PRJEB51043,SAMEA8742227,ERR8700398,S,,
PRJEB51043,SAMEA8742229,ERR8700400,S,,
PRJEB51043,SAMEA8742230,ERR8700401,S,,
PRJEB51043,SAMEA8742231,ERR8700402,S,,
PRJEB51043,SAMEA8742240,ERR8700411,S,,
PRJEB51043,SAMEA8742241,ERR8700412,S,,
PRJEB51043,SAMEA8742247,ERR8700416,S,,
PRJEB44608,SAMEA8742278,ERR5917966,S,,
PRJEB44608,SAMEA8742279,ERR5917967,S,,
PRJEB44608,SAMEA8742280,ERR5917968,S,,
PRJEB44608,SAMEA8742281,ERR5917969,S,,
PRJEB44608,SAMEA8742282,ERR5917970,S,,
PRJEB44608,SAMEA8742283,ERR5917971,S,,
PRJEB44608,SAMEA8742284,ERR5917972,S,,
PRJEB44608,SAMEA8742285,ERR5917973,S,,
PRJEB44608,SAMEA8742286,ERR5917974,S,,
PRJEB44608,SAMEA8742288,ERR5917976,S,,
PRJEB44608,SAMEA8742289,ERR5917977,S,,
PRJEB44608,SAMEA8742290,ERR5917978,S,,
PRJEB44608,SAMEA8742291,ERR5917979,S,,
PRJEB44608,SAMEA8742292,ERR5917980,S,,
PRJEB44608,SAMEA8742294,ERR5917982,S,,
PRJEB44608,SAMEA8742295,ERR5917983,S,,
PRJEB44608,SAMEA8742296,ERR5917984,R,,
PRJEB44608,SAMEA8742298,ERR5917986,S,,
PRJEB44608,SAMEA8742299,ERR5917987,S,,
PRJEB44608,SAMEA8742300,ERR5917988,S,,
PRJEB44608,SAMEA8742301,ERR5917989,S,,
PRJEB44608,SAMEA8742302,ERR5917990,S,,
PRJEB44608,SAMEA8742303,ERR5917991,S,,
PRJEB44608,SAMEA8742304,ERR5917992,R,,
PRJEB44608,SAMEA8742305,ERR5917993,S,,
PRJEB44608,SAMEA8742306,ERR5917994,S,,
PRJEB44608,SAMEA8742307,ERR5917995,S,,
PRJEB44608,SAMEA8742308,ERR5917996,R,,
PRJEB44608,SAMEA8742309,ERR5917997,S,,
PRJEB44608,SAMEA8742310,ERR5917998,S,,
PRJEB44608,SAMEA8742311,ERR5917999,S,,
PRJEB44608,SAMEA8742312,ERR5918000,S,,
PRJEB44608,SAMEA8742313,ERR5918001,S,,
PRJEB44608,SAMEA8742314,ERR5918002,S,,
PRJEB44608,SAMEA8742315,ERR5918003,S,,
PRJEB44608,SAMEA8742316,ERR5918004,S,,
PRJEB44608,SAMEA8742317,ERR5918005,S,,
PRJEB44608,SAMEA8742318,ERR5918006,S,,
PRJEB44608,SAMEA8742319,ERR5918007,S,,
PRJEB44608,SAMEA8742320,ERR5918008,S,,
PRJEB44608,SAMEA8742321,ERR5918009,S,,
PRJEB44608,SAMEA8742322,ERR5918010,S,,
PRJEB44608,SAMEA8742323,ERR5918011,S,,
PRJEB44608,SAMEA8742324,ERR5918012,S,,
PRJEB44608,SAMEA8742325,ERR5918013,S,,
PRJEB44608,SAMEA8742328,ERR5918016,S,,
PRJEB44608,SAMEA8742329,ERR5918017,S,,
PRJEB44608,SAMEA8742330,ERR5918018,S,,
PRJEB44608,SAMEA8742331,ERR5918019,S,,
PRJEB44608,SAMEA8742332,ERR5918020,R,,
PRJEB44608,SAMEA8742333,ERR5918021,S,,
PRJEB44608,SAMEA8742334,ERR5918022,S,,
PRJEB44608,SAMEA8742335,ERR5918023,S,,
PRJEB44608,SAMEA8742336,ERR5918024,S,,
PRJEB44608,SAMEA8742337,ERR5918025,S,,
PRJEB44608,SAMEA8742339,ERR5918027,S,,
PRJEB44608,SAMEA8742340,ERR5918028,S,,
PRJEB44608,SAMEA8742341,ERR5918029,S,,
PRJEB44608,SAMEA8742342,ERR5918030,S,,
PRJEB44608,SAMEA8742343,ERR5918031,S,,
PRJEB44608,SAMEA8742344,ERR5918032,S,,
PRJEB44608,SAMEA8742345,ERR5918033,S,,
PRJEB44608,SAMEA8742346,ERR5918034,S,,
PRJEB44608,SAMEA8742347,ERR5918035,S,,
PRJEB44608,SAMEA8742348,ERR5918036,S,,
PRJEB44608,SAMEA8742349,ERR5918037,S,,
PRJEB44608,SAMEA8742350,ERR5918038,S,,
PRJEB44608,SAMEA8742351,ERR5918039,S,,
PRJEB44608,SAMEA8742352,ERR5918040,S,,
PRJEB44608,SAMEA8742354,ERR5918042,S,,
PRJEB44608,SAMEA8742355,ERR5918043,S,,
PRJEB44608,SAMEA8742356,ERR5918044,S,,
PRJEB44608,SAMEA8742358,ERR5918046,S,,
PRJEB44608,SAMEA8742359,ERR5918047,S,,
PRJEB44608,SAMEA8742360,ERR5918048,S,,
PRJEB44608,SAMEA8742361,ERR5918049,S,,
PRJEB44608,SAMEA8742362,ERR5918050,S,,
PRJEB44608,SAMEA8742363,ERR5918051,S,,
PRJEB44608,SAMEA8742364,ERR5918052,S,,
PRJEB44608,SAMEA8742365,ERR5918053,S,,
PRJEB44608,SAMEA8742366,ERR5918054,S,,
PRJEB44608,SAMEA8742367,ERR5918055,S,,
PRJEB44608,SAMEA8742368,ERR5918056,S,,
PRJEB44608,SAMEA8742369,ERR5918057,S,,
PRJEB44608,SAMEA8742370,ERR5918058,S,,
PRJEB44608,SAMEA8742383,ERR5918059,S,,
PRJEB44608,SAMEA8742389,ERR5918060,S,,
PRJEB44608,SAMEA8742390,ERR5918061,S,,
PRJEB44608,SAMEA8742391,ERR5918062,S,,
PRJEB44608,SAMEA8742392,ERR5918063,S,,
PRJEB44608,SAMEA8742393,ERR5918064,S,,
PRJEB44608,SAMEA8742394,ERR5918065,S,,
PRJEB44608,SAMEA8742395,ERR5918066,S,,
PRJEB44608,SAMEA8742396,ERR5918067,S,,
PRJEB44608,SAMEA8742397,ERR5918068,S,,
PRJEB44608,SAMEA8742398,ERR5918069,S,,
PRJEB44608,SAMEA8742399,ERR5918070,S,,
PRJEB44608,SAMEA8742400,ERR5918071,S,,
PRJEB44608,SAMEA8742401,ERR5918072,S,,
PRJEB44608,SAMEA8742403,ERR5918074,S,,
PRJEB44608,SAMEA8742405,ERR5918076,S,,
PRJEB44608,SAMEA8742406,ERR5918077,S,,
PRJEB44608,SAMEA8742407,ERR5918078,S,,
PRJEB44608,SAMEA8742408,ERR5918079,S,,
PRJEB44608,SAMEA8742409,ERR5918080,S,,
PRJEB44608,SAMEA8742410,ERR5918081,S,,
PRJEB44608,SAMEA8742411,ERR5918082,S,,
PRJEB44608,SAMEA8742412,ERR5918083,S,,
PRJEB44608,SAMEA8742413,ERR5918084,S,,
PRJEB44608,SAMEA8742414,ERR5918085,S,,
PRJEB44608,SAMEA8742415,ERR5918086,S,,
PRJEB44608,SAMEA8742416,ERR5918087,S,,
PRJEB44608,SAMEA8742417,ERR5918088,S,,
PRJEB44608,SAMEA8742419,ERR5918089,S,,
PRJEB44608,SAMEA8742420,ERR5918090,S,,
PRJEB44608,SAMEA8742421,ERR5918091,S,,
PRJEB44608,SAMEA8742422,ERR5918092,S,,
PRJEB44608,SAMEA8742423,ERR5918093,S,,
PRJEB44608,SAMEA8742424,ERR5918094,S,,
PRJEB44608,SAMEA8742425,ERR5918095,S,,
PRJEB44608,SAMEA8742426,ERR5918096,S,,
PRJEB44608,SAMEA8742427,ERR5918097,S,,
PRJEB44608,SAMEA8742428,ERR5918098,S,,
PRJEB44608,SAMEA8742429,ERR5918099,S,,
PRJEB44608,SAMEA8742430,ERR5918100,S,,
PRJEB44608,SAMEA8742431,ERR5918101,S,,
PRJEB44608,SAMEA8742432,ERR5918102,S,,
PRJEB44608,SAMEA8742434,ERR5918104,S,,
PRJEB44608,SAMEA8742435,ERR5918105,R,,
PRJEB44608,SAMEA8742436,ERR5918106,S,,
PRJEB44608,SAMEA8742437,ERR5918107,S,,
PRJEB44608,SAMEA8742438,ERR5918108,S,,
PRJEB44608,SAMEA8742439,ERR5918109,S,,
PRJEB44608,SAMEA8742440,ERR5918110,S,,
PRJEB44608,SAMEA8742441,ERR5918111,S,,
PRJEB44608,SAMEA8742442,ERR5918112,S,,
PRJEB44608,SAMEA8742443,ERR5918113,S,,
PRJEB44608,SAMEA8742444,ERR5918114,S,,
PRJEB44608,SAMEA8742445,ERR5918115,S,,
PRJEB44608,SAMEA8742447,ERR5918117,S,,
PRJEB44608,SAMEA8742448,ERR5918118,S,,
PRJEB44608,SAMEA8742449,ERR5918119,S,,
PRJEB44608,SAMEA8742450,ERR5918120,S,,
PRJEB44608,SAMEA8742451,ERR5918121,S,,
PRJEB44608,SAMEA8742452,ERR5918122,S,,
PRJEB44608,SAMEA8742453,ERR5918123,S,,
PRJEB44608,SAMEA8742454,ERR5918124,S,,
PRJEB44608,SAMEA8742455,ERR5918125,S,,
PRJEB44608,SAMEA8742456,ERR5918126,S,,
PRJEB44608,SAMEA8742457,ERR5918127,S,,
PRJEB44608,SAMEA8742458,ERR5918128,S,,
PRJEB44608,SAMEA8742459,ERR5918129,S,,
PRJEB44608,SAMEA8742460,ERR5918130,S,,
PRJEB44608,SAMEA8742461,ERR5918131,S,,
PRJEB44608,SAMEA8742462,ERR5918132,S,,
PRJEB44608,SAMEA8742463,ERR5918133,S,,
PRJEB44608,SAMEA8742464,ERR5918134,S,,
PRJEB44608,SAMEA8742465,ERR5918135,S,,
PRJEB44608,SAMEA8742466,ERR5918136,S,,
PRJEB44608,SAMEA8742467,ERR5918137,S,,
PRJEB44608,SAMEA8742468,ERR5918138,S,,
PRJEB44608,SAMEA8742469,ERR5918139,S,,
PRJEB44608,SAMEA8742470,ERR5918140,S,,
PRJEB44608,SAMEA8742471,ERR5918141,S,,
PRJEB44608,SAMEA8742472,ERR5918142,S,,
PRJEB44608,SAMEA8742473,ERR5918143,S,,
PRJEB44608,SAMEA8742474,ERR5918144,S,,
PRJEB44608,SAMEA8742475,ERR5918145,S,,
PRJEB44608,SAMEA8742476,ERR5918146,S,,
PRJEB44608,SAMEA8742477,ERR5918147,S,,
PRJEB44608,SAMEA8742478,ERR5918148,S,,
PRJEB44608,SAMEA8742479,ERR5918149,S,,
PRJEB44608,SAMEA8742480,ERR5918150,S,,
PRJEB44608,SAMEA8742482,ERR5918152,S,,
PRJEB44608,SAMEA8742483,ERR5918153,S,,
PRJEB44608,SAMEA8742484,ERR5918154,S,,
PRJEB44608,SAMEA8742485,ERR5918155,S,,
PRJEB44608,SAMEA8742486,ERR5918157,S,,
PRJEB44608,SAMEA8742487,ERR5918158,S,,
PRJEB44608,SAMEA8742488,ERR5918159,S,,
PRJEB44608,SAMEA8742489,ERR5918160,S,,
PRJEB51042,SAMEA8742544,ERR8686156,S,,
PRJEB51042,SAMEA8742545,ERR8686157,S,,
PRJEB51042,SAMEA8742546,ERR8686158,S,,
PRJEB51042,SAMEA8742547,ERR8686159,S,,
PRJEB51042,SAMEA8742548,ERR8686160,S,,
PRJEB51042,SAMEA8742549,ERR8686161,S,,
PRJEB51042,SAMEA8742550,ERR8686162,S,,
PRJEB51042,SAMEA8742551,ERR8686163,S,,
PRJEB51042,SAMEA8742552,ERR8686164,S,,
PRJEB51042,SAMEA8742553,ERR8686165,S,,
PRJEB51042,SAMEA8742554,ERR8686166,S,,
PRJEB51042,SAMEA8742555,ERR8686167,S,,
PRJEB51042,SAMEA8742556,ERR8686168,S,,
PRJEB51042,SAMEA8742557,ERR8686169,S,,
PRJEB51042,SAMEA8742558,ERR8686170,S,,
PRJEB51042,SAMEA8742559,ERR8686171,S,,
PRJEB51042,SAMEA8742560,ERR8686172,S,,
PRJEB51042,SAMEA8742561,ERR8686173,S,,
PRJEB51042,SAMEA8742562,ERR8686174,S,,
PRJEB51042,SAMEA8742563,ERR8686175,S,,
PRJEB51042,SAMEA8742564,ERR8686176,S,,
PRJEB51042,SAMEA8742565,ERR8686177,S,,
PRJEB51042,SAMEA8742566,ERR8686178,S,,
PRJEB51042,SAMEA8742567,ERR8686179,S,,
PRJEB51042,SAMEA8742568,ERR8686180,S,,
PRJEB51042,SAMEA8742569,ERR8686181,S,,
PRJEB51042,SAMEA8742591,ERR8686203,S,,
PRJEB51042,SAMEA8742592,ERR8686204,S,,
PRJEB51042,SAMEA8742593,ERR8686205,S,,
PRJEB51042,SAMEA8742594,ERR8686206,S,,
PRJEB51042,SAMEA8742595,ERR8686207,S,,
PRJEB51042,SAMEA8742596,ERR8686208,S,,
PRJEB51042,SAMEA8742597,ERR8686209,S,,
PRJEB51042,SAMEA8742598,ERR8686210,S,,
PRJEB51042,SAMEA8742599,ERR8686211,S,,
PRJEB51042,SAMEA8742600,ERR8686213,S,,
PRJEB51042,SAMEA8742601,ERR8686214,S,,
PRJEB51042,SAMEA8742602,ERR8686215,S,,
PRJEB51042,SAMEA8742603,ERR8686216,S,,
PRJEB51042,SAMEA8742604,ERR8686217,S,,
PRJEB51042,SAMEA8742606,ERR8686219,S,,
PRJEB51042,SAMEA8742607,ERR8686220,S,,
PRJEB51042,SAMEA8742608,ERR8686221,S,,
PRJEB51042,SAMEA8742609,ERR8686398,S,,
PRJEB51042,SAMEA8742610,ERR8686485,S,,
PRJEB51042,SAMEA8742611,ERR8686560,S,,
PRJEB51042,SAMEA8742612,ERR8686561,S,,
PRJEB51042,SAMEA8742613,ERR8686562,S,,
PRJEB51042,SAMEA8742614,ERR8686563,S,,
PRJEB51042,SAMEA8742615,ERR8686564,S,,
PRJEB51042,SAMEA8742617,ERR8686566,S,,
PRJEB51042,SAMEA8742637,ERR8686586,S,,
PRJEB51042,SAMEA8742638,ERR8686587,S,,
PRJEB51042,SAMEA8742639,ERR8686589,S,,
PRJEB51042,SAMEA8742640,ERR8686590,S,,
PRJEB51042,SAMEA8742641,ERR8686591,S,,
PRJEB51042,SAMEA8742643,ERR8686593,S,,
PRJEB51042,SAMEA8742644,ERR8686594,S,,
PRJEB51042,SAMEA8742645,ERR8686595,S,,
PRJEB51042,SAMEA8742646,ERR8686596,S,,
PRJEB51042,SAMEA8742647,ERR8686597,S,,
PRJEB51042,SAMEA8742648,ERR8686598,S,,
