run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifabutin,rifampicin,streptomycin,thioacetazone
ERR046762,,,PRJEB2221,SAMEA1019267,,,,,,S,,,S,,,,,,,S,,S,,
ERR046763,,,PRJEB2221,SAMEA1019248,,,,,,S,,,S,,,,,,,S,,S,,
ERR046764,,,PRJEB2221,SAMEA1019049,,,,,,S,,,S,,,,,,,S,,S,,
ERR046765,,,PRJEB2221,SAMEA1019064,,,,,,S,,,S,,,,,,,S,,S,,
ERR046766,,,PRJEB2221,SAMEA1019075,,,,,,S,,,S,,,,,,,S,,S,,
ERR046767,,,PRJEB2221,SAMEA1018843,,,,,,S,,,S,,,,,,,S,,S,,
ERR046768,,,PRJEB2221,SAMEA1018857,,,,,,S,,,S,,,,,,,S,,S,,
ERR046769,S,,PRJEB2221,SAMEA1018871,S,,,,,S,,,S,S,S,,S,S,,,,S,S,
ERR046770,,,PRJEB2221,SAMEA1018889,,,,,,S,,,S,,,,,,,S,,S,,
ERR046771,,,PRJEB2221,SAMEA1018907,,,,,,S,,,S,,,,,,,S,,S,,
ERR046772,,,PRJEB2221,SAMEA1018900,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046773,,,PRJEB2221,SAMEA1018914,,,,,,S,,,S,,,,,,,S,,S,,
ERR046775,,,PRJEB2221,SAMEA1019002,,,,,,S,,,S,,,,,,,S,,S,,
ERR046776,,,PRJEB2221,SAMEA1019012,,,,,,S,,,S,,,,,,,S,,S,,
ERR046777,,,PRJEB2221,SAMEA1018976,,S,,,,S,,,S,,,,,,,S,,S,,
ERR046778,,,PRJEB2221,SAMEA1018983,,S,,,,S,,,R,,,,,,,S,,S,,
ERR046779,,,PRJEB2221,SAMEA1019048,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046780,,,PRJEB2221,SAMEA1019065,,S,,,,S,,,R,,,,,,,S,,S,,
ERR046781,,,PRJEB2221,SAMEA1019022,,,,,,S,,,S,,,,,,,S,,S,,
ERR046782,,,PRJEB2221,SAMEA1019033,,,,,,S,,,S,,,,,,,S,,S,,
ERR046783,,,PRJEB2221,SAMEA1019036,,,,,,S,,,S,,,,,,,S,,S,,
ERR046784,,,PRJEB2221,SAMEA1019171,,R,,,,R,,,R,,,,,,,S,,S,,
ERR046785,,,PRJEB2221,SAMEA1019163,,,,,,S,,,S,,,,,,,S,,S,,
ERR046786,,,PRJEB2221,SAMEA1019095,,R,,,,S,,,R,,,,,,,S,,S,,
ERR046788,,,PRJEB2221,SAMEA1019088,,,,,,S,,,R,,,,,,,S,,S,,
ERR046789,S,,PRJEB2221,SAMEA1019134,S,,,,,S,,,R,S,R,,R,,,S,,S,R,
ERR046791,,,PRJEB2221,SAMEA1019028,,,,,,S,,,S,,,,,,,S,,S,,
ERR046792,,,PRJEB2221,SAMEA1019041,,R,,,,R,,,S,,,,,,,S,,S,,
ERR046794,,,PRJEB2221,SAMEA1019259,,,,,,S,,,S,,,,,,,S,,S,,
ERR046795,,,PRJEB2221,SAMEA1019241,,,,,,S,,,S,,,,,,,S,,S,,
ERR046796,S,,PRJEB2221,SAMEA1019217,S,R,,,,R,,,R,,,,,,,R,,R,R,
ERR046797,,,PRJEB2221,SAMEA1019202,,,,,,S,,,S,,,,,,,S,,S,,
ERR046798,,,PRJEB2221,SAMEA1019183,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046799,,,PRJEB2221,SAMEA1019179,,,,,,S,,,S,,,,,,,S,,S,,
ERR046800,,,PRJEB2221,SAMEA1019167,,,,,,S,,,S,,,,,,,S,,S,,
ERR046819,,,PRJEB2221,SAMEA1019121,,,,,,S,,,S,,,,,,,S,,S,,
ERR046820,,,PRJEB2221,SAMEA1019110,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046821,S,,PRJEB2221,SAMEA1019099,,,,,,S,,,R,,,,,,,,,R,R,
ERR046822,,,PRJEB2221,SAMEA1019084,,,,,,S,,,S,,,,,,,S,,S,,
ERR046823,,,PRJEB2221,SAMEA1019014,,,,,,S,,,S,,,,,,,S,,S,,
ERR046824,,,PRJEB2221,SAMEA1019306,,,,,,S,,,S,,,,,,,S,,S,,
ERR046825,S,,PRJEB2221,SAMEA1019192,S,S,,,,S,,,S,,,,,,,S,,R,S,
ERR046831,,,PRJEB2221,SAMEA1019052,,,,,,S,,,S,,,,,,,S,,S,,
ERR046832,,,PRJEB2221,SAMEA1019055,,,,,,S,,,S,,,,,,,S,,S,,
ERR046833,,,PRJEB2221,SAMEA1018853,,,,,,S,,,S,,,,,,,S,,S,,
ERR046834,,,PRJEB2221,SAMEA1018838,,S,,,,S,,,R,,,,,,,S,,S,,
ERR046837,,,PRJEB2221,SAMEA1018934,,,,,,S,R,,S,R,,,,,S,S,,S,,
ERR046838,,,PRJEB2221,SAMEA1018908,,,,,,S,,,S,,,,,,,S,,S,,
ERR046839,,,PRJEB2221,SAMEA1018896,,,,,,S,,,S,,,,,,,S,,S,,
ERR046840,,,PRJEB2221,SAMEA1018957,,,,,,S,,,S,,,,,,,S,,S,,
ERR046841,,,PRJEB2221,SAMEA1018959,,,,,,S,,,S,,,,,,,S,,S,,
ERR046842,S,,PRJEB2221,SAMEA1018912,S,S,,,,S,,,S,,,,,S,,,,S,R,
ERR046843,,,PRJEB2221,SAMEA1018897,,,,,,S,,,S,,,,,,,S,,S,,
ERR046844,,,PRJEB2221,SAMEA1018916,,,,,,S,,,S,,,,,,,S,,S,,
ERR046845,,,PRJEB2221,SAMEA1018863,,,,,,S,,,S,,,,,,,S,,S,,
ERR046846,,,PRJEB2221,SAMEA1018890,,,,,,S,,,S,,,,,,,S,,S,,
ERR046847,,,PRJEB2221,SAMEA1018849,,,,,,S,,,S,,,,,,,S,,S,,
ERR046849,,,PRJEB2221,SAMEA1019050,,,,,,S,,,S,,,,,,,S,,S,,
ERR046850,,,PRJEB2221,SAMEA1019054,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046851,,,PRJEB2221,SAMEA1018949,,,,,,S,,,S,,,,,,,S,,S,,
ERR046852,,,PRJEB2221,SAMEA1018963,,,,,,S,,,S,,,,,,,S,,S,,
ERR046853,,,PRJEB2221,SAMEA1018898,,,,,,S,,,S,,,,,,,S,,S,,
ERR046854,,,PRJEB2221,SAMEA1018921,,,,,,S,,,S,,,,,,,S,,S,,
ERR046855,,,PRJEB2221,SAMEA1018864,,S,,,,S,,,R,,,,,,,S,,R,,
ERR046858,,,PRJEB2221,SAMEA1018845,,,,,,S,,,S,,,,,,,S,,S,,
ERR046859,,,PRJEB2221,SAMEA1018856,,,,,,S,,,S,,,,,,,S,,S,,
ERR046860,,,PRJEB2221,SAMEA1019056,,,,,,S,,,S,,,,,,,S,,S,,
ERR046861,,,PRJEB2221,SAMEA1019318,,,,,,S,,,S,,,,,,,S,,S,,
ERR046862,,,PRJEB2221,SAMEA1019300,,,,,,S,,,S,,,,,,,S,,S,,
ERR046863,,,PRJEB2221,SAMEA1019211,,,,,,S,,,S,,,,,,,S,,S,,
ERR046864,,,PRJEB2221,SAMEA1019196,,,,,,S,,,S,,,,,,,S,,S,,
ERR046865,,,PRJEB2221,SAMEA1019266,,,,,,S,,,S,,,,,,,S,,S,,
ERR046866,,,PRJEB2221,SAMEA1019246,,,,,,S,,,S,,,,,,,S,,S,,
ERR046867,,,PRJEB2221,SAMEA1019224,,,,,,S,,,S,,,,,,,S,,S,,
ERR046869,,,PRJEB2221,SAMEA1018925,,S,,,,S,,,S,,,,,,,S,,S,,
ERR046871,,,PRJEB2221,SAMEA1019037,,,,,,S,,,S,,,,,,,S,,S,,
ERR046872,,,PRJEB2221,SAMEA1019034,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046873,,,PRJEB2221,SAMEA1019047,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046874,,,PRJEB2221,SAMEA1019066,,,,,,S,,,S,,,,,,,S,,S,,
ERR046875,,,PRJEB2221,SAMEA1018839,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046876,,,PRJEB2221,SAMEA1018855,,,,,,S,,,S,,,,,,,S,,S,,
ERR046877,,,PRJEB2221,SAMEA1018869,,S,,,,S,,,S,,,,,,,S,,S,R,
ERR046878,,,PRJEB2221,SAMEA1018870,,,,,,S,,,S,,,,,,,S,,S,,
ERR046879,,,PRJEB2221,SAMEA1018886,,,,,,S,,,S,,,,,,,S,,S,,
ERR046880,,,PRJEB2221,SAMEA1018904,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046881,,,PRJEB2221,SAMEA1019164,,,,,,S,,,S,,,,,,,S,,S,,
ERR046882,,,PRJEB2221,SAMEA1018994,,,,,,S,,,S,,,,,,,S,,S,,
ERR046883,,,PRJEB2221,SAMEA1018990,,,,,,S,,,S,,,,,,,S,,S,,
ERR046884,,,PRJEB2221,SAMEA1019003,,,,,,S,,,S,,,,,,,S,,S,,
ERR046885,,,PRJEB2221,SAMEA1018969,,,,,,S,,,S,,,,,,,S,,S,,
ERR046887,,,PRJEB2221,SAMEA1019062,,,,,,S,,,S,,,,,,,S,,S,,
ERR046888,,,PRJEB2221,SAMEA1019077,,,,,,S,,,S,,,,,,,S,,S,,
ERR046889,,,PRJEB2221,SAMEA1019067,,,,,,S,,,S,,,,,,,S,,S,,
ERR046890,,,PRJEB2221,SAMEA1019017,,,,,,S,,,S,,,,,,,S,,S,,
ERR046891,,,PRJEB2221,SAMEA1019113,,,,,,S,,,S,,,,,,,S,,S,,
ERR046893,,,PRJEB2221,SAMEA1019080,,,,,,S,,,S,,,,,,,S,,S,,
ERR046894,,,PRJEB2221,SAMEA1019093,,,,,,S,,,S,,,,,,,S,,S,,
ERR046895,,,PRJEB2221,SAMEA1019181,,,,,,S,,,S,,,,,,,S,,S,,
ERR046897,,,PRJEB2221,SAMEA1019151,,,,,,S,,,S,,,,,,,S,,S,,
ERR046898,,,PRJEB2221,SAMEA1019142,,,,,,S,,,S,,,,,,,S,,S,,
ERR046901,,,PRJEB2221,SAMEA1019303,,,,,,S,,,S,,,,,,,S,,S,,
ERR046903,S,,PRJEB2221,SAMEA1019184,S,R,,,,R,,,R,,,,,,,R,,R,,
ERR046904,,,PRJEB2221,SAMEA1019250,,,,,,S,,,S,,,,,,,S,,S,,
ERR046905,,,PRJEB2221,SAMEA1019265,,,,,,S,,,S,,,,,,,S,,S,,
ERR046907,,,PRJEB2221,SAMEA1019155,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046908,,,PRJEB2221,SAMEA1019145,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046910,,,PRJEB2221,SAMEA1019169,,,,,,S,,,S,,,,,,,S,,S,,
ERR046911,,,PRJEB2221,SAMEA1018884,,R,,,,R,,,S,,,,,,,S,,S,,
ERR046912,,,PRJEB2221,SAMEA1018844,,,,,,S,,,S,,,,,,,S,,S,,
ERR046913,,,PRJEB2221,SAMEA1018859,,R,,,,R,,,S,,,,,,,S,,S,,
ERR046914,,,PRJEB2221,SAMEA1019315,,,,,,S,,,S,,,,,,,S,,S,,
ERR046915,,,PRJEB2221,SAMEA1019302,,,,,,S,,,S,,,,,,,S,,S,,
ERR046916,,,PRJEB2221,SAMEA1019313,,,,,,S,,,S,,,,,,,S,,S,,
ERR046917,S,,PRJEB2221,SAMEA1019293,S,,,,,R,,,R,,,,,,,R,,R,S,
ERR046918,,,PRJEB2221,SAMEA1019276,,,,,,S,,,S,,,,,,,S,,S,,
ERR046919,,,PRJEB2221,SAMEA1019249,,,,,,S,,,S,,,,,,,S,,S,,
ERR046920,,,PRJEB2221,SAMEA1019229,,,,,,S,,,S,,,,,,,S,,S,,
ERR046921,,,PRJEB2221,SAMEA1019154,,,,,,S,,,S,,,,,,,S,,S,,
ERR046922,,,PRJEB2221,SAMEA1019143,,,,,,S,,,S,,,,,,,S,,S,,
ERR046923,,,PRJEB2221,SAMEA1019146,,,,,,S,,,S,,,,,,,S,,S,,
ERR046924,,,PRJEB2221,SAMEA1019258,,,,,,S,,,S,,,,,,,S,,S,,
ERR046925,,,PRJEB2221,SAMEA1018985,,,,,,S,,,S,,,,,,,S,,S,,
ERR046926,,,PRJEB2221,SAMEA1019058,,,,,,S,,,S,,,,,,,S,,S,,
ERR046928,,,PRJEB2221,SAMEA1019068,,,,,,S,,,S,,,,,,,S,,S,,
ERR046929,,,PRJEB2221,SAMEA1019021,,,,,,S,,,S,,,,,,,S,,S,,
ERR046930,,,PRJEB2221,SAMEA1019032,,,,,,S,,,S,,,,,,,S,,S,,
ERR046932,,,PRJEB2221,SAMEA1019085,,,,,,S,,,S,,,,,,,S,,S,,
ERR046933,,,PRJEB2221,SAMEA1019128,,,,,,,,,R,,,,,,,S,,,,
ERR046936,,,PRJEB2221,SAMEA1018943,,,,,,S,,,S,,,,,,,S,,S,,
ERR046937,,,PRJEB2221,SAMEA1018954,,S,,,,S,,,,,,,,,,,,,,
ERR046938,,,PRJEB2221,SAMEA1018977,,,,,,S,,,S,,,,,,,S,,S,,
ERR046939,,,PRJEB2221,SAMEA1018968,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046940,,,PRJEB2221,SAMEA1018980,,,,,,S,,,S,,,,,,,S,,S,,
ERR046941,,,PRJEB2221,SAMEA1018991,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046942,,,PRJEB2221,SAMEA1019008,,,,,,S,,,S,,,,,,,S,,S,,
ERR046943,S,,PRJEB2221,SAMEA1019024,S,S,,,,S,,,R,,,,,,,S,,R,R,
ERR046945,,,PRJEB2221,SAMEA1019198,,,,,,S,,,S,,,,,,,S,,S,,
ERR046946,,,PRJEB2221,SAMEA1018948,,,,,,S,,,S,,,,,,,S,,S,,
ERR046947,,,PRJEB2221,SAMEA1018962,,,,,,S,,,S,,,,,,,S,,S,,
ERR046948,,,PRJEB2221,SAMEA1018906,,,,,,S,,,S,,,,,,,S,,S,,
ERR046949,,,PRJEB2221,SAMEA1018923,,,,,,S,,,S,,,,,,,S,,S,,
ERR046950,,,PRJEB2221,SAMEA1018918,,,,,,S,,,S,,,,,,,S,,S,,
ERR046951,,,PRJEB2221,SAMEA1018866,,,,,,S,,,S,,,,,,,S,,S,,
ERR046952,,,PRJEB2221,SAMEA1018883,,,,,,S,,,S,,,,,,,S,,S,,
ERR046953,,,PRJEB2221,SAMEA1018846,,S,,,,S,,,S,,,,,,,S,,S,,
ERR046954,,,PRJEB2221,SAMEA1018862,,,,,,S,,,S,,,,,,,R,,S,,
ERR046957,,,PRJEB2221,SAMEA1019299,,,,,,S,,,S,,,,,,,S,,S,,
ERR046958,,,PRJEB2221,SAMEA1019210,,,,,,S,,,S,,,,,,,S,,S,,
ERR046959,,,PRJEB2221,SAMEA1019185,,,,,,S,,,S,,,,,,,S,,S,,
ERR046960,,,PRJEB2221,SAMEA1019253,,,,,,S,,,S,,,,,,,S,,S,,
ERR046961,,,PRJEB2221,SAMEA1019270,,,,,,S,,,S,,,,,,,R,,S,,
ERR046963,,,PRJEB2221,SAMEA1018901,,,,,,S,,,S,,,,,,,S,,S,,
ERR046964,,,PRJEB2221,SAMEA1018924,,,,,,S,,,S,,,,,,,S,,S,,
ERR046965,,,PRJEB2221,SAMEA1019219,,,,,,S,,,S,,,,,,,S,,S,,
ERR046966,,,PRJEB2221,SAMEA1019308,,,,,,S,,,S,,,,,,,S,,S,,
ERR046967,,,PRJEB2221,SAMEA1019330,,S,,,,S,,,S,,,,,,,S,,S,,
ERR046968,,,PRJEB2221,SAMEA1019272,,,,,,S,,,S,,,,,,,S,,S,,
ERR046969,,,PRJEB2221,SAMEA1019286,,,,,,S,,,S,,,,,,,S,,S,,
ERR046970,,,PRJEB2221,SAMEA1019120,,,,,,S,,,S,,,,,,,S,,S,,
ERR046971,,,PRJEB2221,SAMEA1019133,,,,,,S,,,S,,,,,,,S,,S,,
ERR046972,,,PRJEB2221,SAMEA1019126,,,,,,S,,,S,,,,,,,S,,S,,
ERR046974,,,PRJEB2221,SAMEA1019100,,,,,,S,,,S,,,,,,,S,,S,,
ERR046975,,,PRJEB2221,SAMEA1018928,,,,,,S,,,S,,,,,,,S,,S,S,
ERR046980,,,PRJEB2221,SAMEA1019228,,,,,,S,,,S,,,,,,,S,,S,,
ERR046981,,,PRJEB2221,SAMEA1019257,,,,,,S,,,R,,,,,,,S,,S,,
ERR046982,,,PRJEB2221,SAMEA1019271,,,,,,S,,,S,,,,,,,S,,S,,
ERR046983,,,PRJEB2221,SAMEA1019281,,,,,,S,,,S,,,,,,,S,,S,,
ERR046986,,,PRJEB2221,SAMEA1018848,,S,,,,S,,,R,,,,,,,S,,S,,
ERR046988,,,PRJEB2221,SAMEA1018878,,,,,,S,,,S,,,,,,,S,,S,,
ERR046989,S,,PRJEB2221,SAMEA1018867,S,S,,,,S,S,,S,S,,,,,,,,S,S,
ERR046990,,,PRJEB2221,SAMEA1018929,,,,,,S,,,S,,,,,,,S,,S,,
ERR046991,,,PRJEB2221,SAMEA1018911,,,,,,S,,,S,,,,,,,S,,S,,
ERR046992,,,PRJEB2221,SAMEA1018960,,,,,,S,,,S,,,,,,,S,,S,,
ERR046993,,,PRJEB2221,SAMEA1018945,,,,,,S,,,S,,,,,,,S,,S,,
ERR046994,,,PRJEB2221,SAMEA1018941,,,,,,S,,,S,,,,,,,S,,S,,
ERR046995,,,PRJEB2221,SAMEA1019043,,,,,,S,,,S,,,,,,,S,,S,,
ERR046996,,,PRJEB2221,SAMEA1019029,,,,,,S,,,S,,,,,,,S,,S,,
ERR046997,,,PRJEB2221,SAMEA1019013,,,,,,S,,,S,,,,,,,S,,S,,
ERR046998,,,PRJEB2221,SAMEA1019001,,,,,,S,,,S,,,,,,,S,,S,,
ERR046999,,,PRJEB2221,SAMEA1018989,,,,,,S,,,S,,,,,,,S,,S,,
ERR047000,,,PRJEB2221,SAMEA1018981,,,,,,S,,,S,,,,,,,S,,S,,
ERR047002,,,PRJEB2221,SAMEA1018958,,,,,,S,,,R,,,,,,,S,,S,,
ERR047003,,,PRJEB2221,SAMEA1018935,,,,,,S,,,S,,,,,,,S,,S,,
ERR047004,,,PRJEB2221,SAMEA1018913,,,,,,S,,,S,,,,,,,S,,S,,
ERR047005,,,PRJEB2221,SAMEA1019016,,,,,,S,,,S,,,,,,,S,,S,,
ERR047006,,,PRJEB2221,SAMEA1019071,,,,,,S,,,S,,,,,,,S,,S,,
ERR047007,,,PRJEB2221,SAMEA1019053,,,,,,S,,,S,,,,,,,S,,S,,
ERR047008,,,PRJEB2221,SAMEA1018987,,,,,,S,,,S,,,,,,,S,,S,,
ERR047009,,,PRJEB2221,SAMEA1018975,,,,,,S,,,S,,,,,,,S,,S,,
ERR047010,,,PRJEB2221,SAMEA1019010,,,,,,S,,,S,,,,,,,S,,S,,
ERR047011,,,PRJEB2221,SAMEA1019006,,,,,,S,,,S,,,,,,,S,,S,,
ERR047012,,,PRJEB2221,SAMEA1018993,,,,,,S,,,S,,,,,,,S,,S,,
ERR047013,,,PRJEB2221,SAMEA1018927,,,,,,S,,,S,,,,,,,S,,S,,
ERR047014,,,PRJEB2221,SAMEA1018899,,,,,,S,,,S,,,,,,,S,,S,,
ERR047016,,,PRJEB2221,SAMEA1019119,,,,,,S,,,S,,,,,,,S,,S,,
ERR067576,S,,PRJEB2138,SAMEA1015921,S,,,,,R,,,R,,S,,S,,,S,,R,R,
ERR067577,S,,PRJEB2138,SAMEA1015931,S,,,,,S,,,R,,S,,S,S,,S,,R,R,
ERR067578,S,,PRJEB2138,SAMEA1015951,,,,,,S,,,R,,S,,S,R,,,,R,,
ERR067580,R,,PRJEB2138,SAMEA1015969,R,,,,,S,,,S,,,,R,R,,S,,S,,
ERR067581,S,,PRJEB2138,SAMEA1015985,S,,,,,R,,,R,,S,,S,R,,R,,R,R,
ERR067582,,,PRJEB2138,SAMEA1016011,,,,,,R,,,R,,,,,,,S,,S,R,
ERR067583,S,,PRJEB2138,SAMEA1016042,S,,,,,R,,,R,,S,,S,,,S,,R,R,
ERR067584,R,,PRJEB2138,SAMEA1016098,R,,,,,R,,,R,,R,,R,,,S,,R,R,
ERR067585,,,PRJEB2138,SAMEA1016123,,,,,,S,,,S,,,,,,,S,,S,S,
ERR067586,S,,PRJEB2138,SAMEA1016074,S,,,,,R,,,R,,S,,S,,,R,,S,R,
ERR067587,S,,PRJEB2138,SAMEA1016086,S,,,,,S,,,R,,R,,S,,,S,,R,R,
ERR067588,S,,PRJEB2138,SAMEA1016078,,,,,,S,,,R,,S,,S,S,,S,,R,R,
ERR067589,S,,PRJEB2138,SAMEA1016176,S,,,,,S,,,S,,,,S,S,,S,,S,,
ERR067590,S,,PRJEB2138,SAMEA1016189,S,,,,,R,,,R,,S,,S,,,R,,R,R,
ERR067591,S,,PRJEB2138,SAMEA1016148,S,,,,,R,,,R,,S,,S,S,,S,,R,,
ERR067592,S,,PRJEB2138,SAMEA1016166,S,,,,,S,,,R,,R,,S,S,,R,,R,R,
ERR067595,S,,PRJEB2138,SAMEA1015933,S,,,,,S,,,S,,,,,S,,S,,S,,
ERR067596,S,,PRJEB2138,SAMEA1016051,S,,,,,S,,,R,,,,S,S,,S,,S,R,
ERR067599,S,,PRJEB2138,SAMEA1016021,S,,,,,R,,,R,,S,,S,S,,S,,R,R,
ERR067600,S,,PRJEB2138,SAMEA1016004,S,,,,,S,,,R,,,,S,S,,S,,S,R,
ERR067601,,,PRJEB2138,SAMEA1016144,,,,,,S,,,S,,,,,,,S,,S,S,
ERR067602,S,,PRJEB2138,SAMEA1016158,S,,,,,S,,,R,,,,S,S,,,,S,R,
ERR067603,S,,PRJEB2138,SAMEA1016080,S,,,,,R,,,R,,S,,S,S,,R,,R,,
ERR067604,,,PRJEB2138,SAMEA1016083,,,,,,S,,,S,,,,,,,R,,S,S,
ERR067606,S,,PRJEB2138,SAMEA1016130,S,,,,,S,,,S,,,,R,R,,S,,S,S,
ERR067608,S,,PRJEB2138,SAMEA1016018,S,,,,,S,,,R,,S,,R,S,,S,,R,R,
ERR067609,S,,PRJEB2138,SAMEA1015997,S,,,,,S,,,R,,S,,R,R,,S,,R,R,
ERR067610,S,,PRJEB2138,SAMEA1015991,S,,,,,S,,,R,,S,,R,R,,S,,S,,
ERR067612,S,,PRJEB2138,SAMEA1016030,S,,,,,S,,,R,,,,,S,,R,,S,,
ERR067613,S,,PRJEB2138,SAMEA1015929,S,,,,,S,,,R,,S,,,S,,S,,R,R,
ERR067614,S,,PRJEB2138,SAMEA1015944,S,,,,,S,,,S,,,,R,R,,S,,S,,
ERR067615,S,,PRJEB2138,SAMEA1015940,S,,,,,S,,,R,,R,,S,S,,R,,R,R,
ERR067616,S,,PRJEB2138,SAMEA1016201,S,,,,,S,,,S,,,,S,S,,S,,S,,
ERR067617,S,,PRJEB2138,SAMEA1016186,S,,,,,S,,,S,,,,,R,,S,,S,S,
ERR067618,S,,PRJEB2138,SAMEA1016152,S,,,,,S,,,R,,R,,S,S,,R,,R,,
ERR067619,S,,PRJEB2138,SAMEA1016137,S,,,,,R,,,R,,R,,,,,S,,R,S,
ERR067620,S,,PRJEB2138,SAMEA1016112,S,,,,,R,,,R,,S,,S,R,,S,,R,R,
ERR067622,S,,PRJEB2138,SAMEA1016109,S,,,,,R,,,R,,S,,R,R,,S,,R,R,
ERR067624,S,,PRJEB2138,SAMEA1016063,S,,,,,S,,,R,,S,,S,S,,S,,R,R,
ERR067625,S,,PRJEB2138,SAMEA1016111,S,,,,,R,,,R,,S,,S,,,S,,R,R,
ERR067627,S,,PRJEB2138,SAMEA1016103,S,,,,,S,,,R,,S,,S,,,R,,R,,
ERR067630,S,,PRJEB2138,SAMEA1016194,S,,,,,R,,,R,,S,,S,,,S,,R,,
ERR067631,S,,PRJEB2138,SAMEA1016175,S,,,,,S,,,R,,S,,S,,,S,,R,,
ERR067635,S,,PRJEB2138,SAMEA1016054,S,,,,,S,,,R,,R,,R,,,S,,R,S,
ERR067636,,,PRJEB2138,SAMEA1016038,,,,,,S,,,R,,,,,,,R,,S,S,
ERR067637,S,,PRJEB2138,SAMEA1016033,R,,,,,S,,,S,,,,R,R,,S,,S,,
ERR067640,,,PRJEB2138,SAMEA1016114,,,,,,S,,,S,,,,,,,S,,S,S,
ERR067641,S,,PRJEB2138,SAMEA1016093,S,,,,,S,,,R,,S,,S,,,R,,R,,
ERR067643,S,,PRJEB2138,SAMEA1016182,S,,,,,R,,,R,,R,,S,,,S,,R,,
ERR067644,,,PRJEB2138,SAMEA1016196,S,,,,,R,,,R,,R,,R,R,,R,,R,R,
ERR067645,R,,PRJEB2138,SAMEA1016142,S,,,,,S,,,R,,R,,S,,,S,,R,S,
ERR067647,,,PRJEB2138,SAMEA1016008,S,,,,,S,,,R,,S,,,R,,S,,R,R,
ERR067649,S,,PRJEB2138,SAMEA1015996,S,,,,,S,,,R,,S,,S,,,S,,R,,
ERR067650,S,,PRJEB2138,SAMEA1016053,S,,,,,S,,,R,,S,,S,,,S,,R,R,
ERR067651,S,,PRJEB2138,SAMEA1016034,S,,,,,R,,,R,,S,,S,S,,S,,R,R,
ERR067653,S,,PRJEB2138,SAMEA1015962,S,,,,,R,,,R,,S,,S,S,,S,,R,R,
ERR067654,S,,PRJEB2138,SAMEA1015978,S,,,,,R,,,R,,R,,,S,,R,,R,R,
ERR067655,S,,PRJEB2138,SAMEA1016147,S,,,,,S,,,R,,S,,S,S,,S,,R,R,
ERR067656,S,,PRJEB2138,SAMEA1016165,S,,,,,S,,,R,,S,,S,S,,S,,R,,
ERR067657,R,,PRJEB2138,SAMEA1016179,R,,,,,S,,,R,,S,,S,,,S,,R,R,
ERR067658,,,PRJEB2138,SAMEA1016198,,,,,,S,,,S,,,,,,,S,,S,S,
ERR067659,,,PRJEB2138,SAMEA1016197,,,,,,S,,,R,,S,,S,R,,S,,R,R,
ERR067660,S,,PRJEB2138,SAMEA1016066,S,,,,,S,,,R,,S,,S,S,,R,,R,R,
ERR067661,R,,PRJEB2138,SAMEA1016081,S,,,,,S,,,R,,,,,R,,S,,S,R,
ERR067663,S,,PRJEB2138,SAMEA1016037,S,,,,,R,,,R,,S,,S,,,S,,R,R,
ERR067664,,,PRJEB2138,SAMEA1016056,,,,,,S,,,S,,,,,,,,,S,S,
ERR067665,S,,PRJEB2138,SAMEA1016002,S,,,,,R,,,R,,R,,R,S,,R,,R,R,
ERR067666,S,,PRJEB2138,SAMEA1016005,S,,,,,S,,,S,,,,S,S,,S,,S,,
ERR067667,S,,PRJEB2138,SAMEA1015957,S,,,,,R,,,R,,S,,S,,,S,,R,R,
ERR067668,S,,PRJEB2138,SAMEA1015968,S,,,,,R,,,R,,S,,S,R,,R,,R,R,
ERR067670,S,,PRJEB2138,SAMEA1015935,S,,,,,S,,,R,,,,S,R,,S,,S,R,
ERR067671,R,,PRJEB2138,SAMEA1015943,R,,,,,R,,,R,,R,,,S,,S,,R,R,
ERR067672,R,,PRJEB2138,SAMEA1016174,S,,,,,S,,,R,,S,,R,R,,S,,R,R,
ERR067673,S,,PRJEB2138,SAMEA1015986,S,,,,,S,,,R,,S,,S,S,,S,,R,R,
ERR067674,R,,PRJEB2138,SAMEA1016006,R,,,,,R,,,R,,R,,,R,,S,,R,R,
ERR067675,S,,PRJEB2138,SAMEA1016025,S,,,,,S,,,S,,,,S,S,,S,,S,,
ERR067676,,,PRJEB2138,SAMEA1016043,,,,,,S,,,S,,,,,,,S,,S,S,
ERR067677,,,PRJEB2138,SAMEA1016061,,,,,,S,,,R,,R,,S,S,,R,,R,,
