run,amikacin,bedaquiline,bioproject,biosample,capreomycin,ciprofloxacin,clofazimine,cycloserine,delamanid,ethambutol,ethionamide,gatifloxacin,isoniazid,kanamycin,levofloxacin,linezolid,moxifloxacin,ofloxacin,para-aminosalicylic_acid,pyrazinamide,rifabutin,rifampicin,streptomycin,thioacetazone
ERR7911309,S,,PRJEB48275,SAMEA10029989,S,,,,,S,,,R,S,S,,S,,,R,,R,,
ERR7911310,S,,PRJEB48275,SAMEA10029990,S,,,,,S,,,R,S,S,,S,,,R,,R,,
ERR7911311,S,,PRJEB48275,SAMEA10029991,S,,,,,S,,,R,S,S,,S,,,S,,R,,
ERR7911312,S,,PRJEB48275,SAMEA10029992,S,,,,,S,,,R,S,S,,S,,,R,,R,,
ERR7911313,S,,PRJEB48275,SAMEA10029993,S,,,,,R,,,R,S,S,,S,,,S,,R,,
ERR7911314,S,,PRJEB48275,SAMEA10029994,S,,,,,S,,,R,S,R,,R,,,S,,R,,
ERR7911315,S,,PRJEB48275,SAMEA10029995,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911316,S,,PRJEB48275,SAMEA10029996,S,,,,,R,,,R,S,S,,S,,,S,,R,,
ERR7911317,R,,PRJEB48275,SAMEA10029997,R,,,,,R,,,R,R,R,,R,,,R,,R,,
ERR7911318,S,,PRJEB48275,SAMEA10029998,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911319,S,,PRJEB48275,SAMEA10029999,S,,,,,S,,,S,S,S,,S,,,S,,R,,
ERR7911320,S,,PRJEB48275,SAMEA10030000,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911321,S,,PRJEB48275,SAMEA10030001,S,,,,,S,,,R,S,S,,S,,,R,,R,,
ERR7911322,S,,PRJEB48275,SAMEA10030002,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911323,S,,PRJEB48275,SAMEA10029901,S,,,,,S,,,R,S,S,,S,,,R,,R,,
ERR7911324,S,,PRJEB48275,SAMEA10029925,S,,,,,R,,,R,S,S,,S,,,S,,R,,
ERR7911325,S,,PRJEB48275,SAMEA10029931,S,,,,,S,,,R,S,S,,S,,,R,,R,,
ERR7911326,R,,PRJEB48275,SAMEA10029932,S,,,,,S,,,R,R,S,,S,,,R,,R,,
ERR7911327,S,,PRJEB48275,SAMEA10029937,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911328,S,,PRJEB48275,SAMEA10029946,S,,,,,S,,,R,S,S,,S,,,S,,R,,
ERR7911329,S,,PRJEB48275,SAMEA10029948,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911330,S,,PRJEB48275,SAMEA10029949,S,,,,,S,,,R,S,R,,R,,,S,,R,,
ERR7911331,S,,PRJEB48275,SAMEA10029950,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911332,S,,PRJEB48275,SAMEA10029951,S,,,,,R,,,R,S,S,,S,,,S,,R,,
ERR7911333,S,,PRJEB48275,SAMEA10029952,S,,,,,S,,,R,S,S,,S,,,S,,R,,
ERR7911334,S,,PRJEB48275,SAMEA10029953,S,,,,,S,,,R,S,S,,S,,,S,,R,,
ERR7911335,S,,PRJEB48275,SAMEA10030059,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911336,S,,PRJEB48275,SAMEA10030058,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911337,S,,PRJEB48275,SAMEA10030061,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911338,S,,PRJEB48275,SAMEA10030062,S,,,,,R,,,R,S,S,,S,,,R,,R,,
ERR7911339,S,,PRJEB48275,SAMEA10029813,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911340,S,,PRJEB48275,SAMEA10029822,S,,,,,,,,R,S,R,,R,,,R,,R,,
ERR7911341,S,,PRJEB48275,SAMEA10029828,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911342,S,,PRJEB48275,SAMEA10029829,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911343,S,,PRJEB48275,SAMEA10029830,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911344,S,,PRJEB48275,SAMEA10029831,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911345,S,,PRJEB48275,SAMEA10029832,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911346,S,,PRJEB48275,SAMEA10029833,S,,,,,,,,R,S,S,,S,,,S,,S,,
ERR7911347,S,,PRJEB48275,SAMEA10029834,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911348,S,,PRJEB48275,SAMEA10029834,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911349,S,,PRJEB48275,SAMEA10029835,R,,,,,,,,R,S,R,,R,,,,,R,,
ERR7911350,S,,PRJEB48275,SAMEA10029835,R,,,,,,,,R,S,R,,R,,,,,R,,
ERR7911351,R,,PRJEB48275,SAMEA10029836,R,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911352,R,,PRJEB48275,SAMEA10029836,R,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911353,R,,PRJEB48275,SAMEA10029836,R,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911354,S,,PRJEB48275,SAMEA10029837,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911355,S,,PRJEB48275,SAMEA10029837,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911356,S,,PRJEB48275,SAMEA10029838,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911357,S,,PRJEB48275,SAMEA10029838,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911358,S,,PRJEB48275,SAMEA10029839,S,,,,,,,,R,S,S,,S,,,,,S,,
ERR7911359,S,,PRJEB48275,SAMEA10029839,S,,,,,,,,R,S,S,,S,,,,,S,,
ERR7911360,S,,PRJEB48275,SAMEA10029839,S,,,,,,,,R,S,S,,S,,,,,S,,
ERR7911361,S,,PRJEB48275,SAMEA10029840,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911362,S,,PRJEB48275,SAMEA10029840,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911363,R,,PRJEB48275,SAMEA10029841,R,,,,,,,,R,R,S,,S,,,R,,S,,
ERR7911364,R,,PRJEB48275,SAMEA10029841,R,,,,,,,,R,R,S,,S,,,R,,S,,
ERR7911365,R,,PRJEB48275,SAMEA10029841,R,,,,,,,,R,R,S,,S,,,R,,S,,
ERR7911366,R,,PRJEB48275,SAMEA10029842,R,,,,,,,,R,R,S,,S,,,S,,R,,
ERR7911367,S,,PRJEB48275,SAMEA10029843,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911368,S,,PRJEB48275,SAMEA10029844,S,,,,,,,,R,S,R,,R,,,R,,R,,
ERR7911369,S,,PRJEB48275,SAMEA10029845,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911370,S,,PRJEB48275,SAMEA10029845,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911371,S,,PRJEB48275,SAMEA10029846,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911372,S,,PRJEB48275,SAMEA10029847,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911373,R,,PRJEB48275,SAMEA10029848,R,,,,,,,,R,R,S,,R,,,S,,S,,
ERR7911374,S,,PRJEB48275,SAMEA10029849,S,,,,,,,,R,S,S,,S,,,R,,S,,
ERR7911375,S,,PRJEB48275,SAMEA10029850,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911376,R,,PRJEB48275,SAMEA10029853,R,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911377,S,,PRJEB48275,SAMEA10030060,S,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911378,S,,PRJEB48275,SAMEA10030063,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911379,S,,PRJEB48275,SAMEA10030064,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911380,S,,PRJEB48275,SAMEA10030067,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911381,S,,PRJEB48275,SAMEA10030067,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911382,S,,PRJEB48275,SAMEA10030068,S,,,,,,,,R,S,R,,R,,,R,,R,,
ERR7911383,S,,PRJEB48275,SAMEA10030069,S,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911384,S,,PRJEB48275,SAMEA10030070,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911385,R,,PRJEB48275,SAMEA10030071,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911386,S,,PRJEB48275,SAMEA10030072,S,,,,,,,,R,S,S,,R,,,R,,R,,
ERR7911387,S,,PRJEB48275,SAMEA10030073,S,,,,,,,,R,S,R,,S,,,S,,R,,
ERR7911388,R,,PRJEB48275,SAMEA10030074,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911389,R,,PRJEB48275,SAMEA10030075,R,,,,,,,,R,R,S,,S,,,R,,S,,
ERR7911390,R,,PRJEB48275,SAMEA10030076,R,,,,,,,,R,R,S,,S,,,S,,R,,
ERR7911391,S,,PRJEB48275,SAMEA10030078,S,,,,,,,,R,R,S,,S,,,,,R,,
ERR7911392,R,,PRJEB48275,SAMEA10030079,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911393,S,,PRJEB48275,SAMEA10030080,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911394,S,,PRJEB48275,SAMEA10030080,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911395,S,,PRJEB48275,SAMEA10030081,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911396,S,,PRJEB48275,SAMEA10030081,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911397,S,,PRJEB48275,SAMEA10030081,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911398,S,,PRJEB48275,SAMEA10030082,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911399,S,,PRJEB48275,SAMEA10030083,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911400,S,,PRJEB48275,SAMEA10030084,S,,,,,,,,S,S,S,,S,,,S,,R,,
ERR7911401,S,,PRJEB48275,SAMEA10030085,S,,,,,,,,R,S,R,,R,,,R,,R,,
ERR7911402,S,,PRJEB48275,SAMEA10030086,S,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911403,S,,PRJEB48275,SAMEA10030087,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911404,S,,PRJEB48275,SAMEA10030088,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911405,S,,PRJEB48275,SAMEA10030089,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911406,S,,PRJEB48275,SAMEA10030090,S,,,,,,,,R,S,R,,R,,,R,,R,,
ERR7911407,S,,PRJEB48275,SAMEA10030091,S,,,,,,,,S,S,S,,S,,,,,S,,
ERR7911408,S,,PRJEB48275,SAMEA10030092,S,,,,,,,,R,R,R,,R,,,,,R,,
ERR7911409,S,,PRJEB48275,SAMEA10030093,S,,,,,,,,R,S,R,,R,,,R,,R,,
ERR7911410,S,,PRJEB48275,SAMEA10030094,S,,,,,,,,R,R,S,,S,,,R,,R,,
ERR7911411,S,,PRJEB48275,SAMEA10030095,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911412,S,,PRJEB48275,SAMEA10030096,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911413,S,,PRJEB48275,SAMEA10030097,S,,,,,,,,R,S,S,,S,,,,,S,,
ERR7911414,S,,PRJEB48275,SAMEA10030098,S,,,,,,,,R,S,R,,R,,,R,,R,,
ERR7911415,S,,PRJEB48275,SAMEA10030099,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911416,S,,PRJEB48275,SAMEA10030100,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911417,S,,PRJEB48275,SAMEA10030101,R,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911418,R,,PRJEB48275,SAMEA10030102,S,,,,,,,,R,R,S,,S,,,,,R,,
ERR7911419,S,,PRJEB48275,SAMEA10030103,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911420,S,,PRJEB48275,SAMEA10030104,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911421,R,,PRJEB48275,SAMEA10030105,R,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911422,S,,PRJEB48275,SAMEA10030106,S,,,,,,,,R,R,R,,R,,,R,,R,,
ERR7911423,S,,PRJEB48275,SAMEA10030107,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911424,S,,PRJEB48275,SAMEA10030108,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911425,S,,PRJEB48275,SAMEA10030109,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911426,S,,PRJEB48275,SAMEA10030110,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911427,S,,PRJEB48275,SAMEA10030111,S,,,,,,,,R,R,S,,S,,,,,R,,
ERR7911428,S,,PRJEB48275,SAMEA10030161,S,,,,,,,,R,S,S,,S,,,R,,S,,
ERR7911429,S,,PRJEB48275,SAMEA10030173,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911430,S,,PRJEB48275,SAMEA10030176,S,,,,,,,,R,S,R,,R,,,R,,S,,
ERR7911431,S,,PRJEB48275,SAMEA10030182,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911432,S,,PRJEB48275,SAMEA10030183,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911433,S,,PRJEB48275,SAMEA10030189,S,,,,,,,,S,S,S,,S,,,R,,R,,
ERR7911434,S,,PRJEB48275,SAMEA10030191,S,,,,,,,,S,S,S,,S,,,,,R,,
ERR7911435,S,,PRJEB48275,SAMEA10030192,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911436,S,,PRJEB48275,SAMEA10030193,S,,,,,,,,S,S,S,,S,,,,,R,,
ERR7911437,S,,PRJEB48275,SAMEA10030194,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911438,S,,PRJEB48275,SAMEA10030195,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911439,S,,PRJEB48275,SAMEA10030196,S,,,,,,,,S,S,S,,S,,,,,R,,
ERR7911440,S,,PRJEB48275,SAMEA10030197,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911441,S,,PRJEB48275,SAMEA10030198,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911442,S,,PRJEB48275,SAMEA10030199,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911443,S,,PRJEB48275,SAMEA10030200,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911444,S,,PRJEB48275,SAMEA10030201,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911445,S,,PRJEB48275,SAMEA10030202,S,,,,,,,,S,S,S,,S,,,,,R,,
ERR7911446,S,,PRJEB48275,SAMEA10030203,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911447,S,,PRJEB48275,SAMEA10030204,S,,,,,,,,S,S,S,,S,,,,,S,,
ERR7911448,S,,PRJEB48275,SAMEA10030205,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911449,S,,PRJEB48275,SAMEA10030206,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911450,S,,PRJEB48275,SAMEA10030207,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911451,S,,PRJEB48275,SAMEA10030645,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911452,S,,PRJEB48275,SAMEA10030624,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911453,S,,PRJEB48275,SAMEA10030638,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911454,S,,PRJEB48275,SAMEA10030627,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911455,S,,PRJEB48275,SAMEA10030643,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911456,S,,PRJEB48275,SAMEA10030646,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911457,S,,PRJEB48275,SAMEA10030625,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911458,S,,PRJEB48275,SAMEA10030647,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911459,S,,PRJEB48275,SAMEA10030634,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911460,S,,PRJEB48275,SAMEA10030604,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911461,S,,PRJEB48275,SAMEA10030630,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911462,S,,PRJEB48275,SAMEA10030641,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911463,S,,PRJEB48275,SAMEA10030632,,,,,,S,,,R,S,,,S,,,,,S,,
ERR7911465,S,,PRJEB48275,SAMEA10030613,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911466,S,,PRJEB48275,SAMEA10030640,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911467,S,,PRJEB48275,SAMEA10030623,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911468,S,,PRJEB48275,SAMEA10030633,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911469,S,,PRJEB48275,SAMEA10030619,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911470,S,,PRJEB48275,SAMEA10030610,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911471,S,,PRJEB48275,SAMEA10030003,S,,,,,,,,R,S,S,,S,,,R,,S,,
ERR7911472,S,,PRJEB48275,SAMEA10030004,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911473,S,,PRJEB48275,SAMEA10030648,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911474,S,,PRJEB48275,SAMEA10030005,S,,,,,,,,R,S,S,,S,,,R,,S,,
ERR7911475,S,,PRJEB48275,SAMEA10030006,S,,,,,,,,S,S,S,,S,,,S,,S,,
ERR7911476,S,,PRJEB48275,SAMEA10030007,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911477,S,,PRJEB48275,SAMEA10030008,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911478,S,,PRJEB48275,SAMEA10030009,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911479,S,,PRJEB48275,SAMEA10030010,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911480,S,,PRJEB48275,SAMEA10030011,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911481,S,,PRJEB48275,SAMEA10030012,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911482,S,,PRJEB48275,SAMEA10030013,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911483,S,,PRJEB48275,SAMEA10030014,S,,,,,,,,R,S,S,,S,,,R,,S,,
ERR7911484,S,,PRJEB48275,SAMEA10030015,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911485,S,,PRJEB48275,SAMEA10030016,S,,,,,,,,R,S,S,,S,,,S,,S,,
ERR7911486,S,,PRJEB48275,SAMEA10030017,S,,,,,,,,R,S,R,,R,,,R,,R,,
ERR7911487,S,,PRJEB48275,SAMEA10030018,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911488,S,,PRJEB48275,SAMEA10030019,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911489,S,,PRJEB48275,SAMEA10030020,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911490,S,,PRJEB48275,SAMEA10030021,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911491,S,,PRJEB48275,SAMEA10030022,S,,,,,,,,R,S,R,,R,,,S,,S,,
ERR7911492,S,,PRJEB48275,SAMEA10030023,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911493,S,,PRJEB48275,SAMEA10030024,S,,,,,,,,R,S,R,,R,,,S,,R,,
ERR7911494,S,,PRJEB48275,SAMEA10030636,,,,,,S,,,S,S,,,R,,,,,S,,
ERR7911495,S,,PRJEB48275,SAMEA10030025,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911496,S,,PRJEB48275,SAMEA10030026,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911497,S,,PRJEB48275,SAMEA10030027,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911498,S,,PRJEB48275,SAMEA10030028,S,,,,,,,,R,S,S,,S,,,S,,S,,
ERR7911499,S,,PRJEB48275,SAMEA10030029,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911500,S,,PRJEB48275,SAMEA10030030,S,,,,,,,,R,R,S,,S,,,S,,S,,
ERR7911501,S,,PRJEB48275,SAMEA10030031,S,,,,,,,,R,S,R,,S,,,R,,R,,
ERR7911502,S,,PRJEB48275,SAMEA10030032,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911503,S,,PRJEB48275,SAMEA10030033,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911504,S,,PRJEB48275,SAMEA10030034,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911505,S,,PRJEB48275,SAMEA10030035,S,,,,,,,,R,S,S,,S,,,,,S,,
ERR7911506,S,,PRJEB48275,SAMEA10030036,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911507,S,,PRJEB48275,SAMEA10030037,S,,,,,,,,R,S,S,,S,,,R,,S,,
ERR7911508,S,,PRJEB48275,SAMEA10030038,S,,,,,,,,S,S,S,,S,,,S,,R,,
ERR7911509,S,,PRJEB48275,SAMEA10030039,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911510,S,,PRJEB48275,SAMEA10030040,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911511,S,,PRJEB48275,SAMEA10030041,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911512,S,,PRJEB48275,SAMEA10030042,S,,,,,,,,R,S,R,,R,,,R,,S,,
ERR7911513,S,,PRJEB48275,SAMEA10030043,S,,,,,,,,R,S,,,S,,,R,,R,,
ERR7911514,S,,PRJEB48275,SAMEA10030044,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911515,S,,PRJEB48275,SAMEA10030045,S,,,,,,,,R,S,S,,S,,,,,R,,
ERR7911516,S,,PRJEB48275,SAMEA10030046,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911517,S,,PRJEB48275,SAMEA10030047,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911518,S,,PRJEB48275,SAMEA10030048,S,,,,,,,,R,S,S,,S,,,R,,S,,
ERR7911519,S,,PRJEB48275,SAMEA10030049,S,,,,,,,,R,S,S,,S,,,R,,R,,
ERR7911520,S,,PRJEB48275,SAMEA10030050,S,,,,,,,,R,S,S,,S,,,S,,R,,
ERR7911521,S,,PRJEB48275,SAMEA10030649,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911522,S,,PRJEB48275,SAMEA10030644,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911523,S,,PRJEB48275,SAMEA10030607,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911524,S,,PRJEB48275,SAMEA10030487,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911525,S,,PRJEB48275,SAMEA10030617,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911526,R,,PRJEB48275,SAMEA10030427,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911527,S,,PRJEB48275,SAMEA10030428,,,,,,S,,,R,S,,,R,,,,,R,,
ERR7911528,R,,PRJEB48275,SAMEA10030429,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911529,R,,PRJEB48275,SAMEA10030430,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911530,S,,PRJEB48275,SAMEA10030431,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911531,R,,PRJEB48275,SAMEA10030432,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911532,R,,PRJEB48275,SAMEA10030433,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911533,S,,PRJEB48275,SAMEA10030434,,,,,,S,,,R,S,,,R,,,,,R,,
ERR7911534,R,,PRJEB48275,SAMEA10030435,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911535,S,,PRJEB48275,SAMEA10030436,,,,,,R,,,R,S,,,R,,,,,R,,
ERR7911536,S,,PRJEB48275,SAMEA10030437,,,,,,S,,,R,S,,,S,,,,,R,,
ERR7911537,R,,PRJEB48275,SAMEA10030438,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911538,R,,PRJEB48275,SAMEA10030439,,,,,,S,,,R,R,,,R,,,,,S,,
ERR7911539,R,,PRJEB48275,SAMEA10030440,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911540,R,,PRJEB48275,SAMEA10030441,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911541,S,,PRJEB48275,SAMEA10030606,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911542,R,,PRJEB48275,SAMEA10030442,,,,,,S,,,R,R,,,S,,,,,R,,
ERR7911543,R,,PRJEB48275,SAMEA10030443,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911544,R,,PRJEB48275,SAMEA10030444,,,,,,R,,,R,R,,,S,,,,,R,,
ERR7911545,R,,PRJEB48275,SAMEA10030445,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911546,R,,PRJEB48275,SAMEA10030446,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911547,R,,PRJEB48275,SAMEA10030447,,,,,,S,,,R,R,,,S,,,,,R,,
ERR7911548,R,,PRJEB48275,SAMEA10030448,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911549,R,,PRJEB48275,SAMEA10030449,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911550,R,,PRJEB48275,SAMEA10030450,,,,,,S,,,R,R,,,S,,,,,R,,
ERR7911551,R,,PRJEB48275,SAMEA10030451,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911552,R,,PRJEB48275,SAMEA10030452,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911553,R,,PRJEB48275,SAMEA10030453,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911554,R,,PRJEB48275,SAMEA10030454,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911555,S,,PRJEB48275,SAMEA10030455,,,,,,S,,,R,S,,,R,,,,,R,,
ERR7911556,R,,PRJEB48275,SAMEA10030456,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911557,R,,PRJEB48275,SAMEA10030457,,,,,,S,,,R,R,,,S,,,,,R,,
ERR7911559,R,,PRJEB48275,SAMEA10030459,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911560,R,,PRJEB48275,SAMEA10030460,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911561,S,,PRJEB48275,SAMEA10030616,,,,,,S,,,S,S,,,S,,,,,S,,
ERR7911562,R,,PRJEB48275,SAMEA10030461,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911563,S,,PRJEB48275,SAMEA10030462,,,,,,S,,,R,S,,,R,,,,,R,,
ERR7911564,R,,PRJEB48275,SAMEA10030463,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911565,R,,PRJEB48275,SAMEA10030464,,,,,,S,,,R,R,,,R,,,,,R,,
ERR7911566,R,,PRJEB48275,SAMEA10030465,,,,,,R,,,R,R,,,R,,,,,R,,
ERR7911567,R,,PRJEB48275,SAMEA10030466,,,,,,R,,,R,R,,,S,,,,,R,,
ERR7911568,R,,PRJEB48275,SAMEA10030467,,,,,,S,,,R,R,,,R,,,,,R,,
